pid,est_vis,vis_log,country,name_2,cellarea,coral_prop,coral_prop25,coral_prop75,forest_prop,beach,wildlife,ruins,roads,develop,pa_min_dist,mangrove_prop,temp,hotdays,precip
34,0,0,Guatemala,MPA Río Sarstun,2549854.675007671,0,0,0,0.0662692900426547,0,1,0,0,0,9178.317655760804,0,26.817380905151367,11.072233200073242,2993.525390625
35,8.59557474366599,2.2613020279956726,Mexico,Reserva Estatal de Dzilam,8792061.535151482,0,0,0,0.008894026752824018,1,1,0,1,0,300.7794474616571,0.020037546981006196,26.21332550048828,29.37578010559082,898.6507568359375
36,101.72163845242953,4.632022790480616,Guatemala,MPA Río Sarstun,6154718.529961711,0,0,0,0.8242305480942317,0,0,0,0,1,4640.47479458206,0,26.303125381469727,8.53183364868164,2808.670654296875
37,332.2365817254734,5.8088526933583635,Guatemala,MPA Río Sarstun,17869315.930323005,0,0,0,0.6276347079778795,1,1,0,0,0,3926.811643105004,0,26.817380905151367,11.072233200073242,2993.525390625
38,0,0,Mexico,Reserva Estatal de Dzilam,13926582.248612702,0,0,0,0,1,1,0,0,0,1524.8603317808202,0.007930867892543509,26.21332550048828,29.37578010559082,898.6507568359375
39,3437.6559967748994,8.142835975412908,Guatemala,MPA Río Sarstun,14660612.157707183,0,0,0,0.5113707867283235,1,0,0,0,1,807.7160810911743,0,26.817380905151367,11.072233200073242,2993.525390625
40,18.009809918687186,2.944955157433366,Belize,Port Honduras,1315501.9355717432,0,0,0,0,0,0,0,0,0,4469.780939834562,0.01739147056382725,26.466960906982422,7.238173007965088,3044.204833984375
41,69.5041116519639,4.2556710294220546,Mexico,Reserva Estatal de Dzilam,13995024.482349388,0,0,0,0.18605645011362246,0,1,0,0,0,3168.075295592075,0.15986292205840483,26.21332550048828,29.37578010559082,898.6507568359375
42,83.32259490662747,4.434649858828866,Guatemala,MPA Río Sarstun,1176873.6106812172,0,0,0,0.23064657831430302,0,0,0,0,0,3338.4174270860226,0,26.817380905151367,11.072233200073242,2993.525390625
43,0,0,Belize,Port Honduras,5950218.248471916,0,0,0,0.0024168905575300344,0,0,0,0,0,8081.8710628092995,0.02124845204820748,26.466960906982422,7.238173007965088,3044.204833984375
44,99.09882263174624,4.606157924331386,Mexico,Reserva Estatal de Dzilam,20182862.05383748,0,0,0,0.02689825364588579,1,1,0,0,0,5831.871620362436,0.23892507272268315,26.21332550048828,29.37578010559082,898.6507568359375
45,349.66200101304815,5.859822799445162,Belize,Port Honduras,16698959.083185028,0,0,0,0,0,0,0,0,0,6601.438096980774,0.011415690936555534,26.466960906982422,7.238173007965088,3044.204833984375
46,0,0,Belize,Port Honduras,16341350.254879624,0.0011000488083657907,0.0011000488083657907,0.0011000488083657907,0,0,0,0,0,0,12748.36981144023,0.010061890918203292,26.466960906982422,7.238173007965088,3044.204833984375
47,0,0,Mexico,Reserva Estatal de Dzilam,13718831.554284658,0,0,0,0.5585963614521974,0,1,0,0,0,8167.629663145161,0.09504471115854174,26.21332550048828,29.37578010559082,898.6507568359375
48,0,0,Mexico,Reserva Estatal de Dzilam,4007317.207339227,0,0,0,0,0,1,0,0,0,10453.270627122889,0,26.21332550048828,29.37578010559082,898.6507568359375
49,415.27204683517283,6.031339005261822,Belize,Port Honduras,21650635.09461063,0,0,0,0,0,0,0,0,0,10950.803937196028,0.09238691903503153,26.466960906982422,7.238173007965088,3044.204833984375
50,0,0,Belize,Port Honduras,1730007.5312949466,0,0,0,0,0,0,0,0,0,17774.83164262228,0.03523889233123112,26.466960906982422,7.238173007965088,3044.204833984375
51,0,0,Mexico,Reserva Estatal de Dzilam,860934.6132599115,0,0,0,0.8769584462284113,0,0,0,0,0,13271.509786073442,0,26.21332550048828,29.37578010559082,898.6507568359375
52,0,0,Mexico,Reserva Estatal de Dzilam,21650635.094610035,0,0,0,0,1,1,0,0,0,10755.658967824773,0.49272468747962117,26.21332550048828,29.37578010559082,898.6507568359375
53,18.009809918687186,2.944955157433366,Belize,Port Honduras,16455168.043293519,0.00469749176422829,0.00469749176422829,0.00469749176422829,0,0,0,0,0,0,11342.517708131933,0,26.466960906982422,7.238173007965088,3044.204833984375
54,418.8740088189103,6.039954687272118,Belize,Port Honduras,21650635.094611675,0,0,0,0,0,0,0,0,0,15729.034598479662,0.078587667991027,26.466960906982422,7.238173007965088,3044.204833984375
55,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,20060523.400547594,0,0,0,0.4609998722553281,0,1,0,0,0,13167.522452991958,0.08067598003839785,26.21332550048828,29.37578010559082,898.6507568359375
56,0,0,Mexico,Reserva Estatal de Dzilam,11780781.501779795,0,0,0,0,1,1,0,0,0,14350.358990281959,0,26.21332550048828,29.37578010559082,898.6507568359375
57,69.21200780586214,4.251519347769706,Belize,Port Honduras,21650635.09461075,0.0011624045167718967,0.0011624045167718967,0.0011624045167718967,0,0,0,0,0,0,15152.00348007344,0.0776000218952387,26.466960906982422,7.238173007965088,3044.204833984375
58,207.63602341758642,5.34059121901671,Belize,Port Honduras,13176725.415398657,0,0,0,0,0,0,0,0,0,20612.737613656293,0.009674881606955399,26.466960906982422,7.238173007965088,3044.204833984375
59,0,0,Mexico,Reserva Estatal de Dzilam,21650635.094610155,0,0,0,0,1,1,0,0,0,15727.608625213637,0.6873568211497767,26.21332550048828,29.37578010559082,898.6507568359375
60,0,0,Mexico,Reserva Estatal de Dzilam,1855052.8882605433,0,0,0,0,0,1,0,0,0,19978.808939793696,0,26.21332550048828,29.37578010559082,898.6507568359375
61,0,0,Belize,Port Honduras,16096377.728669295,0,0,0,0,0,0,0,0,0,16239.973196082097,0,26.466960906982422,7.238173007965088,3044.204833984375
62,3.601961983737437,1.5264827307658064,Belize,Port Honduras,21650635.094611824,0.005728993689804064,0.005728993689804064,0.005728993689804064,0,0,0,0,0,0,19546.499225933578,0.04514125427222071,26.466960906982422,7.238173007965088,3044.204833984375
63,0,0,Belize,Port Honduras,2120979.478286788,0,0,0,0,0,0,0,0,0,25659.729601614967,0,26.466960906982422,7.238173007965088,3044.204833984375
64,0,0,Mexico,Reserva Estatal de Dzilam,13994741.914552957,0,0,0,0.5475192484605401,0,1,0,0,0,18167.474254442117,0,26.21332550048828,29.37578010559082,898.6507568359375
65,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,21650635.094609857,0,0,0,0,1,1,0,0,0,19042.223514749505,0.2665775112537941,26.21332550048828,29.37578010559082,898.6507568359375
66,69.21200780586214,4.251519347769706,Belize,Port Honduras,21650635.094610512,0.0014114911989373186,0.0014114911989373186,0.0014114911989373186,0,0,0,0,0,0,19729.32619349639,0.004908049900232951,26.466960906982422,7.238173007965088,2719.701416015625
67,69.21200780586214,4.251519347769706,Belize,Port Honduras,13789027.355757862,0,0,0,0,1,1,0,0,0,24177.428616763496,0.011781109392898337,26.466960906982422,7.238173007965088,3044.204833984375
68,0,0,Mexico,Reserva Estatal de Dzilam,20531274.810446218,0,0,0,0.07906271571523335,0,1,0,0,0,20713.06704241694,0.43935698964838693,26.21332550048828,29.37578010559082,956.52197265625
69,66.0658817544975,4.205675446027222,Mexico,Reserva Estatal de Dzilam,17731816.16801411,0,0,0,0,1,1,0,0,0,22975.09259401418,0.04307830733365579,26.21332550048828,29.37578010559082,956.52197265625
70,0,0,Belize,Port Honduras,10576668.83703617,0.0036541758824711664,0.0036541758824711664,0.0036541758824711664,0,0,0,0,0,0,21185.63308704254,0,26.88611602783203,10.548083305358887,2719.701416015625
71,142.02597759546174,4.963026275268179,Belize,Port Honduras,21423225.567990243,0,0,0,0,1,1,0,0,0,23806.06507969485,0.010988755607694774,26.88611602783203,10.548083305358887,2719.701416015625
72,0,0,Mexico,Reserva Estatal de Dzilam,919456.5300432034,0,0,0,0.2668709756531808,0,1,0,0,0,23167.4468602294,0,26.21332550048828,29.37578010559082,956.52197265625
73,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,21650635.094610214,0,0,0,0.05226668880770908,0,1,0,0,0,23859.584020294446,0.48652648365937784,26.23386573791504,30.70646858215332,956.52197265625
74,0,0,Mexico,Reserva Estatal de Dzilam,9785013.960346699,0,0,0,0,1,1,0,0,0,27614.67953518932,0,26.23386573791504,30.70646858215332,956.52197265625
75,142.02597759546174,4.963026275268179,Belize,Port Honduras,21588394.056283027,0.015612801166539793,0.03139213887885601,0.010450168247470634,0,0,1,0,0,0,24472.62582230667,0,26.88611602783203,10.548083305358887,2719.701416015625
76,349.66200101304815,5.859822799445162,Belize,Port Honduras,14920416.227618394,0,0.05289120666421758,0,0,1,1,0,0,0,28181.752200812014,0.011118165327158628,26.88611602783203,10.548083305358887,2719.701416015625
77,0,0,Mexico,Reserva Estatal de Dzilam,6690027.460658193,0,0,0,0.3847822333814763,0,1,0,0,0,25753.874994403202,0,26.23386573791504,30.70646858215332,956.52197265625
78,0,0,Mexico,Reserva Estatal de Dzilam,21650635.0946123,0,0,0,0,1,1,0,0,0,27559.541958081445,0.7230688827205709,26.23386573791504,30.70646858215332,956.52197265625
79,142.02597759546174,4.963026275268179,Belize,Port Honduras,21650635.094611734,0.036574227831285513,0.049194619727665534,0.0319661242112257,0,0,1,0,0,0,28308.864992576277,0,26.88611602783203,10.548083305358887,2719.701416015625
80,3.601961983737437,1.5264827307658064,Belize,Port Honduras,8682026.615254134,0,0,0,0,1,1,0,0,1,26349.112779127292,0,26.88611602783203,10.548083305358887,2719.701416015625
81,0,0,Mexico,Reserva Estatal de Dzilam,19182255.769111678,0,0,0,0.8006377070083466,0,1,0,0,0,28739.4019223995,0.22545192215719986,26.23386573791504,30.70646858215332,956.52197265625
82,0,0,Mexico,Reserva Estatal de Dzilam,17811840.434386373,0,0,0,0,1,1,0,0,0,31619.249773785552,0.17922034510594126,26.23386573791504,30.70646858215332,956.52197265625
83,0,0,Belize,Port Honduras,10679303.83627373,0.09451629983604488,0.11454735892863498,0.09089724294116516,0,0,0,0,0,0,29307.653241463184,0,26.88611602783203,10.548083305358887,2719.701416015625
84,0,0,Belize,Port Honduras,21650635.09461075,9.54832281634058e-4,0.05878445699103592,5.396878113583806e-4,0,0,1,0,0,0,29167.78679006157,0,26.88611602783203,10.548083305358887,2719.701416015625
85,0,0,Belize,Port Honduras,4109354.2122732997,0,0,0,0,1,0,0,0,0,22584.49027027586,0,26.403804779052734,5.639281272888184,2607.103271484375
86,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,21650635.09461242,0,0,0,0.04716041182331331,0,1,0,0,0,32267.659136896687,0.6669124284619659,26.23386573791504,30.70646858215332,956.52197265625
87,0,0,Mexico,Reserva Estatal de Dzilam,332887.896732077,0,0,0,0,0,1,0,0,0,34079.21541131056,0,26.23386573791504,30.70646858215332,956.52197265625
88,142.02597759546174,4.963026275268179,Belize,Port Honduras,18920720.50087872,0.0455565507568647,0.05320473081093687,0.04289631421631785,0,0,0,0,0,0,32730.406394127833,0,26.88611602783203,10.548083305358887,2719.701416015625
89,0,0,Belize,Port Honduras,20267575.82843092,0,0,0,0,0,0,0,0,0,24301.314729464797,0,26.88611602783203,10.548083305358887,2719.701416015625
90,207.63602341758642,5.34059121901671,Belize,Port Honduras,1385743.8421880305,0,0,0,0,0,0,0,0,1,18292.89844397491,0.001270487047777333,26.403804779052734,5.639281272888184,2607.103271484375
91,0,0,Mexico,Reserva Estatal de Dzilam,13734721.058497757,0,0,0,0.7634349293523911,0,1,0,0,0,31459.03784323225,3.2324369613932573e-4,26.23386573791504,30.70646858215332,956.52197265625
92,0,0,Mexico,Reserva Estatal de Dzilam,20380498.46915245,0,0,0,0,1,1,0,0,0,29833.840997559513,0.08073628429575605,26.23386573791504,30.70646858215332,956.52197265625
93,0,0,Belize,Port Honduras,7479944.054422855,0,0,0,0,0,0,0,0,0,28405.54606597782,0,26.88611602783203,10.548083305358887,2719.701416015625
94,108.05885954290281,4.691887732290321,Belize,Port Honduras,8607431.812204957,0,0,0,0,1,0,0,0,0,19613.62947527897,0,26.403804779052734,5.639281272888184,2607.103271484375
95,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,21650635.0946123,0,0,0,0.16522749916970778,0,1,0,0,0,27899.18764560858,0.32312605604749417,26.23386573791504,30.70646858215332,956.52197265625
96,0,0,Mexico,Reserva Estatal de Dzilam,3184214.655527711,0,0,0,0,0,1,0,0,0,27299.987955712586,0,26.23386573791504,30.70646858215332,956.52197265625
97,0,0,Mexico,Reserva Estatal de Dzilam,8434636.8893888,0,0,0,0.002131245613854867,0,1,0,0,0,26770.716723727764,0,26.23386573791504,30.70646858215332,956.52197265625
98,0,0,Mexico,Reserva Estatal de Dzilam,21650635.094610333,0,0,0,0,1,1,0,0,0,24840.657812301517,0.3224979416897175,26.23386573791504,30.70646858215332,956.52197265625
99,0,0,Mexico,Reserva Estatal de Dzilam,21650635.09461218,0,0,0,0.38845068083692563,0,1,0,0,0,23029.652258880986,0.30106126601822275,26.23386573791504,30.70646858215332,956.52197265625
100,0,0,Mexico,Reserva Estatal de Dzilam,9782615.689450204,0,0,0,0,0,1,0,0,0,22299.990005876134,0,26.23386573791504,30.70646858215332,956.52197265625
101,0,0,Mexico,Reserva Estatal de Dzilam,3384013.790739134,0,0,0,0.9492756083169509,0,1,0,0,0,22726.006201031218,0,26.23386573791504,30.70646858215332,956.52197265625
102,0,0,Mexico,Reserva Estatal de Dzilam,21650635.094609976,0,0,0,0,1,1,0,0,0,19850.906589572325,0.6323946696614601,26.23386573791504,30.70646858215332,956.52197265625
103,1068.776626275249,6.975205145172026,Belize,Corozal Bay,10572708.011606423,0,0,0,8.501267061964862e-5,1,0,0,0,1,1412.3225126416144,0.002521121921860729,26.322616577148438,13.983559608459473,1264.9517822265625
104,0,0,Mexico,Reserva Estatal de Dzilam,20893014.79962252,0,0,0,0.5795632780003318,0,1,0,0,0,18230.883002342904,0.18530046212947063,26.23386573791504,30.70646858215332,956.52197265625
105,0,0,Mexico,Reserva Estatal de Dzilam,14485636.508734167,0,0,0,0,1,1,0,0,0,17299.993241105683,0.019265357933424543,26.23386573791504,30.70646858215332,956.52197265625
106,0,0,Belize,Sapodilla Cayes,7242842.006474569,0.3838316705139652,0.3838316705139652,0.3838316705139652,0,0,0,0,0,0,40875.05732955417,0,27.090177536010742,12.3870210647583,2408.39990234375
107,0,0,Belize,Sapodilla Cayes,168589.68330051005,0.4531665326307918,0.4531665326307918,0.4531665326307918,0,0,0,0,0,0,37550.50812572327,0,27.090177536010742,12.3870210647583,2408.39990234375
108,0,0,Belize,Corozal Bay,2577706.5037301276,0,0,0,0.009065876081563966,0,1,0,0,0,4259.929655514041,0.036757334415357223,26.322616577148438,13.983559608459473,1345.929931640625
109,0,0,Belize,Corozal Bay,3801559.3760796487,0,0,0,0,0,0,0,0,1,3209.3494682405867,0,26.487112045288086,10.246150016784668,1345.929931640625
110,0,0,Mexico,Reserva Estatal de Dzilam,187487.11251550913,0,0,0,0,0,0,0,0,0,19091.298856145728,0,26.26483917236328,28.131486892700195,1006.2381591796875
111,0,0,Mexico,Reserva Estatal de Dzilam,21650635.094610095,0,0,0,0,0,1,0,0,0,14868.043055764758,0.797021917098986,26.26483917236328,28.131486892700195,1006.2381591796875
112,0,0,Belize,Sapodilla Cayes,13135583.957312584,0.3988545664155924,0.3989229923147888,0.3988545664155924,0,0,1,0,0,0,45298.7642570356,0,27.090177536010742,12.3870210647583,2408.39990234375
113,222.04387135253617,5.407368484633397,Belize,Sapodilla Cayes,19899734.177803576,0.25433618350001325,0.25433618350001325,0.25433618350001325,0,0,1,0,0,0,37567.28573322893,0,27.090177536010742,12.3870210647583,2408.39990234375
114,156.43382553041147,5.059005214613225,Belize,Corozal Bay,18024245.654587172,0,0,0,0.0113696644343329,0,0,0,0,1,4236.78678830303,2.014838372671263e-4,26.487112045288086,10.246150016784668,1345.929931640625
115,0,0,Mexico,Reserva Estatal de Dzilam,16920440.327883154,0,0,0,0.10066243959363538,0,1,0,0,0,13578.118681367605,0.08276474660753169,26.26483917236328,28.131486892700195,1006.2381591796875
116,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,17557423.40449053,0,0,0,0,1,1,0,0,0,12299.999106602947,0.08792658883298068,26.26483917236328,28.131486892700195,1006.2381591796875
117,0,0,Honduras,Omoa,3990736.606134806,0,0,0,0.8380626834019835,0,0,0,0,0,33248.60131124779,0,25.54673194885254,7.665517330169678,2454.0869140625
118,0,0,Belize,Sapodilla Cayes,4223434.1561456025,0.5658776057274107,0.5667288695194038,0.5650263419354177,0,0,0,0,0,0,46681.03220361696,0,27.090177536010742,12.3870210647583,2408.39990234375
119,69.21200780586214,4.251519347769706,Belize,Sapodilla Cayes,21650635.0946106,0.03287944204583387,0.03287944204583387,0.03287944204583387,0,0,0,0,0,0,41234.10678822345,0,27.090177536010742,12.3870210647583,2408.39990234375
120,0,0,Belize,Sapodilla Cayes,332207.578485772,0.5952275758607374,0.5952275758607374,0.5952275758607374,0,0,1,0,0,0,37839.620624577416,0,27.090177536010742,12.3870210647583,2408.39990234375
121,21.611771902424625,3.118470651305268,Belize,Corozal Bay,9694096.260887846,0,0,0,0.0054703432949302876,1,1,0,0,1,8419.21541447596,0.002515146555902407,26.487112045288086,10.246150016784668,1345.929931640625
122,3.601961983737437,1.5264827307658064,Belize,Corozal Bay,16756260.80391267,0,0,0,5.364049618626964e-5,1,0,0,0,1,6678.624808727093,1.7309251875900807e-4,26.487112045288086,10.246150016784668,1345.929931640625
123,25.213733901551905,3.2662834681407165,Belize,Corozal Bay,2213389.262296852,0,0,0,0,0,0,0,0,0,559.4693194125629,0.02724865710983984,26.487112045288086,10.246150016784668,1345.929931640625
124,0,0,Mexico,Reserva Estatal de Dzilam,21650635.094609976,0,0,0,0,0,1,0,0,0,9902.470206379163,0.5237295996867954,26.26483917236328,28.131486892700195,1006.2381591796875
125,87.22181772454933,4.479854298914189,Belize,Sapodilla Cayes,21650635.094611824,0.24966788442378,0.24970939887080756,0.24966788442378,0,0,1,0,0,0,45848.730069943515,0,27.090177536010742,12.3870210647583,2408.39990234375
126,0,0,Belize,Sapodilla Cayes,19899741.71739906,0.019918702615445767,0.019918702615445767,0.019918702615445767,0,0,1,0,0,0,38057.42471106091,0,27.090177536010742,12.3870210647583,2408.39990234375
127,69.21200780586214,4.251519347769706,Belize,Corozal Bay,21313241.941182435,0,0,0,6.747460728715787e-4,0,0,0,0,1,9236.786788302947,4.1663098428575053e-4,26.487112045288086,10.246150016784668,1345.929931640625
128,87.22181772454933,4.479854298914189,Belize,Corozal Bay,14191054.761158884,0,0,0,1.9001000817962113e-4,1,0,0,0,1,1675.0748013586394,5.378320987383787e-5,26.487112045288086,10.246150016784668,1345.929931640625
129,1.719114948733198,1.0003064408630862,Mexico,Reserva Estatal de Dzilam,11782219.493965805,0,0,0,0.157300987760279,0,1,0,0,0,9293.305052855005,0.006911442441918666,26.26483917236328,28.131486892700195,1006.2381591796875
130,0,0,Mexico,Reserva Estatal de Dzilam,11679679.993487895,0,0,0,0,0,1,0,0,0,7300.01300701563,0,26.26483917236328,28.131486892700195,1006.2381591796875
131,0,0,Honduras,Omoa,5912576.062540838,0,0,0,0.9586214080841468,0,0,0,0,0,35352.305155308866,0,25.54673194885254,7.665517330169678,2454.0869140625
132,0,0,Honduras,Cuyamel,11136845.793670114,0,0,0,0.6827756976246812,0,0,0,0,0,34232.85836732817,0,25.54673194885254,7.665517330169678,2454.0869140625
133,0,0,Belize,Sapodilla Cayes,929767.275472151,0,0,0,0,0,1,0,0,0,45738.16951500418,0,27.090177536010742,12.3870210647583,2408.39990234375
134,276.07330112398756,5.624282096176665,Belize,Sapodilla Cayes,21650635.09461087,0.21301062769844886,0.21313517103953158,0.2129691132514213,0,0,1,0,0,0,42186.8796375223,0,27.090177536010742,12.3870210647583,2408.39990234375
135,0,0,Belize,Sapodilla Cayes,332210.86264012754,0,0,0,0,0,0,0,0,0,38777.98854027421,0,27.090177536010742,12.3870210647583,2408.39990234375
136,0,0,Belize,Corozal Bay,2996214.9750355924,0,0,0,0,0,0,0,0,0,12371.473175361616,0.02553968012593541,26.487112045288086,10.246150016784668,1345.929931640625
137,0,0,Belize,Corozal Bay,19741608.111704767,0,0,0,0,0,0,0,0,0,6427.291096063026,0,26.487112045288086,10.246150016784668,1345.929931640625
138,87.22181772454933,4.479854298914189,Belize,Corozal Bay,7290259.187961526,0,0,0,0,0,0,0,0,0,528.6616317466109,0,26.487112045288086,10.246150016784668,1345.929931640625
139,66.0658817544975,4.205675446027222,Mexico,Reserva Estatal de Dzilam,21650635.094610095,0,0,0,0.16996014613086746,0,1,0,0,0,5005.909314836276,0.2767026612669935,26.26483917236328,28.131486892700195,1006.2381591796875
140,0,0,Honduras,Omoa,7588081.211340725,0,0,0,0.8908683218925953,0,0,0,0,0,35513.548923955605,0,25.54673194885254,7.665517330169678,2454.0869140625
141,0,0,Honduras,Cuyamel,11686952.791434139,0,0,0,0.5465045867351782,0,0,0,0,0,31579.061298484754,0.0608568470033162,25.54673194885254,7.665517330169678,2454.0869140625
