pid,est_vis,vis_log,country,name_2,cellarea,coral_prop,coral_prop25,coral_prop75,forest_prop,beach,mangrove,wildlife,ruins,roads,develop,pa_min_dist,temp,hotdays,precip
29,0,0,Guatemala,MPA Río Sarstun,0.0572671498325132,0,0,0,0,0,0,1,0,0,0,0.13155156570193394,0.7757942995062316,0.19991858431627607,0.9803128717260466
30,16.664518981325497,2.8715580503993507,Guatemala,MPA Río Sarstun,0.08106456555959893,0,0,0,0.9174963457982159,0,0,0,0,0,1,0.08147432752371378,0.7195435139311185,0.1678946929075743,0.8548685734368746
31,134.18341412913676,4.906632479523839,Guatemala,MPA Río Sarstun,0.9760457620667511,0,0,0,0.6631003453858628,1,1,1,0,0,0,0.08184186032532792,0.8219266877571038,0.2129643647976738,0.9341263401764619
32,0,0,Mexico,Reserva Estatal de Dzilam,0.01966358857117283,0,0,0,0,0,0,1,0,0,0,0.011987740917223384,0.7016652483594533,0.5376907854919434,0.03593412518872938
33,116.65163286557299,4.767727994087454,Guatemala,MPA Río Sarstun,0.9999999999999253,0,0,0,0.5987628694785947,0,0,0,0,0,1,0.05124587219461607,0.8219266877571038,0.2129643647976738,0.9341263401764619
34,0,0,Guatemala,MPA Río Sarstun,0.1134765414934827,0,0,0,0.0662692900426547,0,0,1,0,0,0,0.09213533719755286,0.8219266877571038,0.2129643647976738,0.9341263401764619
35,8.59557474366599,2.2613020279956726,Mexico,Reserva Estatal de Dzilam,0.40319574106544304,0,0,0,0.008894026752824018,1,1,1,0,1,0,0.0030193350081514792,0.7016652483594533,0.5376907854919434,0.03593412518872938
36,101.72163845242953,4.632022790480616,Guatemala,MPA Río Sarstun,0.2807888869544459,0,0,0,0.8242305480942317,0,0,0,0,0,1,0.0465827971956504,0.7195435139311185,0.1678946929075743,0.8548685734368746
37,332.2365817254734,5.8088526933583635,Guatemala,MPA Río Sarstun,0.8244978440879573,0,0,0,0.6276347079778795,1,0,1,0,0,0,0.03941878331282991,0.8219266877571038,0.2129643647976738,0.9341263401764619
38,0,0,Mexico,Reserva Estatal de Dzilam,0.6415039651628681,0,0,0,0,1,1,1,0,0,0,0.01530711031336085,0.7016652483594533,0.5376907854919434,0.03593412518872938
39,3437.6559967748994,8.142835975412908,Guatemala,MPA Río Sarstun,0.6755724544791342,0,0,0,0.5113707867283235,1,1,0,0,0,1,0.008108151872964629,0.8219266877571038,0.2129643647976738,0.9341263401764619
40,18.009809918687186,2.944955157433366,Belize,Port Honduras,0.05618659649947865,0,0,0,0,0,1,0,0,0,0,0.04486930933713857,0.7521615419638561,0.14494363366089313,0.9558555075218935
41,69.5041116519639,4.2556710294220546,Mexico,Reserva Estatal de Dzilam,0.6446805707479405,0,0,0,0.18605645011362246,0,1,1,0,0,0,0.031802308067144076,0.7016652483594533,0.5376907854919434,0.03593412518872938
42,83.32259490662747,4.434649858828866,Guatemala,MPA Río Sarstun,0.04975244777209098,0,0,0,0.23064657831430302,0,0,0,0,0,0,0.03351226519793635,0.8219266877571038,0.2129643647976738,0.9341263401764619
43,0,0,Belize,Port Honduras,0.2712974267717087,0,0,0,0.0024168905575300344,0,1,0,0,0,0,0.08112880197513239,0.7521615419638561,0.14494363366089313,0.9558555075218935
44,99.09882263174624,4.606157924331386,Mexico,Reserva Estatal de Dzilam,0.9318763315516013,0,0,0,0.02689825364588579,1,1,1,0,0,0,0.05854247786877155,0.7016652483594533,0.5376907854919434,0.03593412518872938
45,349.66200101304815,5.859822799445162,Belize,Port Honduras,0.7701781368813034,0.1862329814617622,0.18241143762251794,0.18644827970622666,0,0,1,0,0,0,0,0.06626766994410356,0.7521615419638561,0.14494363366089313,0.9558555075218935
46,0,0,Belize,Port Honduras,0.7535804582369079,0.003135139103842503,0.007865348979815404,0.0018150805338035545,0,0,1,0,0,0,0,0.12797283721804098,0.7521615419638561,0.14494363366089313,0.9558555075218935
47,0,0,Mexico,Reserva Estatal de Dzilam,0.6318616437499803,0,0,0,0.5585963614521974,0,1,1,0,0,0,0.0819896784293893,0.7016652483594533,0.5376907854919434,0.03593412518872938
48,0,0,Mexico,Reserva Estatal de Dzilam,0.18112166888733724,0,0,0,0,0,0,1,0,0,0,0.10493378527193807,0.7016652483594533,0.5376907854919434,0.03593412518872938
49,415.27204683517283,6.031339005261822,Belize,Port Honduras,0.9999999999998949,0.00934075058120279,0.008925606110927112,0.009423779475257927,0,0,1,0,0,0,0,0.10992820810735075,0.7521615419638561,0.14494363366089313,0.9558555075218935
50,0,0,Belize,Port Honduras,0.07542502164328402,0,0,0,0,0,1,0,0,0,0,0.17843031462250972,0.7521615419638561,0.14494363366089313,0.9558555075218935
51,0,0,Mexico,Reserva Estatal de Dzilam,0.03508878866926536,0,0,0,0.8769584462284113,0,0,0,0,0,0,0.1332243091949449,0.7016652483594533,0.5376907854919434,0.03593412518872938
52,0,0,Mexico,Reserva Estatal de Dzilam,0.9999999999998672,0,0,0,0,1,1,1,0,0,0,0.10796927094372562,0.7016652483594533,0.5376907854919434,0.03593412518872938
53,18.009809918687186,2.944955157433366,Belize,Port Honduras,0.7588630769157072,0.0348488342509029,0.03479421225364443,0.034466480270093615,0,0,0,0,0,0,0,0.11386037538720646,0.7521615419638561,0.14494363366089313,0.9558555075218935
54,418.8740088189103,6.039954687272118,Belize,Port Honduras,0.9999999999999433,0.006102623713052197,0.006434739289272724,0.005728993689804103,0,0,1,0,0,0,0,0.15789384949139385,0.7521615419638561,0.14494363366089313,0.9558555075218935
55,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,0.9261982344455659,0,0,0,0.4609998722553281,0,1,1,0,0,0,0.13218044599941436,0.7016652483594533,0.5376907854919434,0.03593412518872938
56,0,0,Mexico,Reserva Estatal de Dzilam,0.5419110345307965,0,0,0,0,1,0,1,0,0,0,0.1440541953400027,0.7016652483594533,0.5376907854919434,0.03593412518872938
57,69.21200780586214,4.251519347769706,Belize,Port Honduras,0.9999999999999004,0.03674028561939745,0.04242776486217423,0.03478910660910176,0,0,1,0,0,0,0,0.1521013983405591,0.7521615419638561,0.14494363366089313,0.9558555075218935
58,207.63602341758642,5.34059121901671,Belize,Port Honduras,0.6067009016983336,0.008799380793656605,0.008799380793656605,0.008799380793656605,0,0,1,0,0,0,0,0.20691826125748525,0.7521615419638561,0.14494363366089313,0.9558555075218935
59,0,0,Mexico,Reserva Estatal de Dzilam,0.9999999999998728,0,0,0,0,1,1,1,0,0,0,0.15787953504591182,0.7016652483594533,0.5376907854919434,0.03593412518872938
60,0,0,Mexico,Reserva Estatal de Dzilam,0.08122874483637092,0,0,0,0,0,0,1,0,0,0,0.20055465146360668,0.7016652483594533,0.5376907854919434,0.03593412518872938
61,0,0,Belize,Port Honduras,0.7422105620125552,0.0029036554846542852,0.00480219945538978,0.0029036554846542852,0,0,0,0,0,0,0,0.16302283954631944,0.7521615419638561,0.14494363366089313,0.9558555075218935
62,3.601961983737437,1.5264827307658064,Belize,Port Honduras,0.9999999999999502,0.04823978744603132,0.051270342079043615,0.047617070740617835,0,0,1,0,0,0,0,0.19621496713863898,0.7521615419638561,0.14494363366089313,0.9558555075218935
63,0,0,Belize,Port Honduras,0.09357118085835328,0,0,0,0,0,0,0,0,0,0,0.25758182794631707,0.7521615419638561,0.14494363366089313,0.9558555075218935
64,0,0,Mexico,Reserva Estatal de Dzilam,0.6446674559445319,0,0,0,0.5475192484605401,0,0,1,0,0,0,0.18237180594967492,0.7016652483594533,0.5376907854919434,0.03593412518872938
65,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,0.9999999999998589,0,0,0,0,1,1,1,0,0,0,0.19115286159456701,0.7016652483594533,0.5376907854919434,0.03593412518872938
66,69.21200780586214,4.251519347769706,Belize,Port Honduras,0.9999999999998893,0.14559116572568165,0.14584025240784707,0.14546662238459895,0,0,1,0,0,0,0,0.19805025165776138,0.7521615419638561,0.14494363366089313,0.8167223875464716
67,69.21200780586214,4.251519347769706,Belize,Port Honduras,0.6351196375768079,0.009777493225870284,0.009777493225870284,0.009777493225870284,0,1,1,1,0,0,0,0.2427019440514908,0.7521615419638561,0.14494363366089313,0.9558555075218935
68,0,0,Mexico,Reserva Estatal de Dzilam,0.9480471934321733,0,0,0,0.07906271571523335,0,1,1,0,0,0,0.20792540506056534,0.7016652483594533,0.5376907854919434,0.060746815496436596
69,66.0658817544975,4.205675446027222,Mexico,Reserva Estatal de Dzilam,0.8181160752728575,0,0,0,0,1,1,1,0,0,0,0.23063245168528976,0.7016652483594533,0.5376907854919434,0.060746815496436596
70,0,0,Belize,Port Honduras,0.48602462044038836,0.165032780552535,0.16494779971805892,0.165032780552535,0,0,0,0,0,0,0,0.21266919727856134,0.8356111688939976,0.20366533002061848,0.8167223875464716
71,142.02597759546174,4.963026275268179,Belize,Port Honduras,0.9894452542979911,0.11134890635108421,0.11134890635108421,0.11134890635108421,0,1,1,1,0,0,0,0.2389740599234861,0.8356111688939976,0.20366533002061848,0.8167223875464716
72,0,0,Mexico,Reserva Estatal de Dzilam,0.03780496313572346,0,0,0,0.2668709756531808,0,0,1,0,0,0,0.2325633747415433,0.7016652483594533,0.5376907854919434,0.060746815496436596
73,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,0.9999999999998755,0,0,0,0.05226668880770908,0,1,1,0,0,0,0.23951130278470967,0.7057546058909684,0.5612987620378986,0.060746815496436596
74,0,0,Mexico,Reserva Estatal de Dzilam,0.4492815867104186,0,0,0,0,1,0,1,0,0,0,0.27720633628103936,0.7057546058909684,0.5612987620378986,0.060746815496436596
75,142.02597759546174,4.963026275268179,Belize,Port Honduras,0.997111210152199,0.28023937240527824,0.2773249828541908,0.2803226406781665,0,0,0,1,0,0,0,0.24566524245677362,0.8356111688939976,0.20366533002061848,0.8167223875464716
76,349.66200101304815,5.859822799445162,Belize,Port Honduras,0.6876307263157839,0.1318063327805331,0.1318063327805331,0.1318063327805331,0,1,1,1,0,0,0,0.2828988208105837,0.8356111688939976,0.20366533002061848,0.8167223875464716
77,0,0,Mexico,Reserva Estatal de Dzilam,0.3056341505607106,0,0,0,0.3847822333814763,0,0,1,0,0,0,0.2585268941158994,0.7057546058909684,0.5612987620378986,0.060746815496436596
78,0,0,Mexico,Reserva Estatal de Dzilam,0.9999999999999724,0,0,0,0,1,1,1,0,0,0,0.27665284494966214,0.7057546058909684,0.5612987620378986,0.060746815496436596
79,142.02597759546174,4.963026275268179,Belize,Port Honduras,0.999999999999946,0.11665559614746004,0.11457987379608174,0.1170707406177357,0,0,0,1,0,0,0,0.28417482588804704,0.8356111688939976,0.20366533002061848,0.8167223875464716
80,3.601961983737437,1.5264827307658064,Belize,Port Honduras,0.39808869645255596,0.0122160497384295,0.0122160497384295,0.0122160497384295,0,1,0,1,0,0,1,0.26450211049706884,0.8356111688939976,0.20366533002061848,0.8167223875464716
81,0,0,Mexico,Reserva Estatal de Dzilam,0.8854352477502303,0,0,0,0.8006377070083466,0,1,1,0,0,0,0.28849671435312585,0.7057546058909684,0.5612987620378986,0.060746815496436596
82,0,0,Mexico,Reserva Estatal de Dzilam,0.8218302370940137,0,0,0,0,1,1,1,0,0,0,0.3174056890494378,0.7057546058909684,0.5612987620378986,0.060746815496436596
83,0,0,Belize,Port Honduras,0.4907882129475565,0.14535142459202985,0.1505695996497634,0.14560391693353308,0,0,0,0,0,0,0,0.2942010306405476,0.8356111688939976,0.20366533002061848,0.8167223875464716
84,0,0,Belize,Port Honduras,0.9999999999999004,0.14621388243109357,0.14691962803056222,0.14546662238459734,0,0,0,1,0,0,0,0.292796999624643,0.8356111688939976,0.20366533002061848,0.8167223875464716
85,0,0,Belize,Port Honduras,0.1858575067181807,8.748957595954639e-4,8.748957595954639e-4,8.748957595954639e-4,0,1,0,0,0,0,0,0.22671144152225736,0.7395877833434152,0.11657741628841979,0.7684451421167026
86,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,0.9999999999999779,0,0,0,0.04716041182331331,0,1,1,0,0,0,0.32391466134184893,0.7057546058909684,0.5612987620378986,0.060746815496436596
87,0,0,Mexico,Reserva Estatal de Dzilam,0.01058058580501079,0,0,0,0,0,0,1,0,0,0,0.3420997312485005,0.7057546058909684,0.5612987620378986,0.060746815496436596
88,142.02597759546174,4.963026275268179,Belize,Port Honduras,0.8732966259022282,0.0756267245098317,0.07358404288048323,0.07690933855616679,0,0,0,0,0,0,0,0.32855988895123267,0.8356111688939976,0.20366533002061848,0.8167223875464716
89,0,0,Belize,Port Honduras,0.9358081472568192,0.027672773026572315,0.027672773026572315,0.027672773026572315,0,0,0,0,0,0,0,0.2439455585346596,0.8356111688939976,0.20366533002061848,0.8167223875464716
90,207.63602341758642,5.34059121901671,Belize,Port Honduras,0.05944673020174598,0,0,0,0,0,1,0,0,0,1,0.1836308602152549,0.7395877833434152,0.11657741628841979,0.7684451421167026
91,0,0,Mexico,Reserva Estatal de Dzilam,0.6325991224246471,0,0,0,0.7634349293523911,0,1,1,0,0,0,0.3157974226112704,0.7057546058909684,0.5612987620378986,0.060746815496436596
92,0,0,Mexico,Reserva Estatal de Dzilam,0.9410492194955946,0,0,0,0,1,1,1,0,0,0,0.29948309737166906,0.7057546058909684,0.5612987620378986,0.060746815496436596
93,0,0,Belize,Port Honduras,0.3422965054620403,0,0,0,0,0,0,0,0,0,0,0.28514534615467585,0.8356111688939976,0.20366533002061848,0.8167223875464716
94,108.05885954290281,4.691887732290321,Belize,Port Honduras,0.39462653201042186,0,0,0,0,1,0,0,0,0,0,0.1968888453363184,0.7395877833434152,0.11657741628841979,0.7684451421167026
95,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,0.9999999999999724,0,0,0,0.16522749916970778,0,1,1,0,0,0,0.28006233360778954,0.7057546058909684,0.5612987620378986,0.060746815496436596
96,0,0,Mexico,Reserva Estatal de Dzilam,0.14291905596223842,0,0,0,0,0,0,1,0,0,0,0.27404734616152426,0.7057546058909684,0.5612987620378986,0.060746815496436596
97,0,0,Mexico,Reserva Estatal de Dzilam,0.3866066108751517,0,0,0,0.002131245613854867,0,0,1,0,0,0,0.2687343263623807,0.7057546058909684,0.5612987620378986,0.060746815496436596
98,0,0,Mexico,Reserva Estatal de Dzilam,0.9999999999998811,0,0,0,0,1,1,1,0,0,0,0.24935968328672015,0.7057546058909684,0.5612987620378986,0.060746815496436596
99,0,0,Mexico,Reserva Estatal de Dzilam,0.9999999999999668,0,0,0,0.38845068083692563,0,1,1,0,0,0,0.23118014172048196,0.7057546058909684,0.5612987620378986,0.060746815496436596
100,0,0,Mexico,Reserva Estatal de Dzilam,0.44917027589678227,0,0,0,0,0,0,1,0,0,0,0.22385552295674452,0.7057546058909684,0.5612987620378986,0.060746815496436596
101,0,0,Mexico,Reserva Estatal de Dzilam,0.15219232210441327,0,0,0,0.9492756083169509,0,0,1,0,0,0,0.22813203062017193,0.7057546058909684,0.5612987620378986,0.060746815496436596
102,0,0,Mexico,Reserva Estatal de Dzilam,0.9999999999998644,0,0,0,0,1,1,1,0,0,0,0.19927072050719563,0.7057546058909684,0.5612987620378986,0.060746815496436596
103,1068.776626275249,6.975205145172026,Belize,Corozal Bay,0.4858407868701686,0,0,0,8.501267061964862e-5,1,1,0,0,0,1,0.014177414185731188,0.7234240176561211,0.26461471480622756,0.19298826295963512
104,0,0,Mexico,Reserva Estatal de Dzilam,0.9648366114161383,0,0,0,0.5795632780003318,0,1,1,0,0,0,0.18300832634352365,0.7057546058909684,0.5612987620378986,0.060746815496436596
105,0,0,Mexico,Reserva Estatal de Dzilam,0.6674513194221203,0,0,0,0,1,1,1,0,0,0,0.17366371164809433,0.7057546058909684,0.5612987620378986,0.060746815496436596
106,0,0,Belize,Sapodilla Cayes,0.3312919013072098,0.29125539304761605,0.28443006427998974,0.2954746871948759,0,0,0,0,0,0,0,0.41031889843821334,0.8762377910710061,0.23629024581272112,0.6832496767770263
107,0,0,Belize,Sapodilla Cayes,0.0029550219694989303,0.4531665326307918,0.4531665326307918,0.4531665326307918,0,0,0,0,0,0,0,0.3769458475793165,0.8762377910710061,0.23629024581272112,0.6832496767770263
108,0,0,Belize,Corozal Bay,0.1147692268698048,0,0,0,0.009065876081563966,0,1,1,0,0,0,0.04276274476099588,0.7234240176561211,0.26461471480622756,0.22770821336366873
109,0,0,Belize,Corozal Bay,0.17157184211712762,0,0,0,0,0,0,0,0,0,1,0.03221663343233056,0.7561734337198648,0.19830867884293882,0.22770821336366873
110,0,0,Mexico,Reserva Estatal de Dzilam,0.003832107299864156,0,0,0,0,0,0,0,0,0,0,0.19164549796837874,0.711921109461799,0.5156155623998364,0.0820629797069227
111,0,0,Mexico,Reserva Estatal de Dzilam,0.99999999999987,0,0,0,0,0,1,1,0,0,0,0.14925089888894996,0.711921109461799,0.5156155623998364,0.0820629797069227
112,0,0,Belize,Sapodilla Cayes,0.6047914054940303,0.28930470180221735,0.3099008974603222,0.2782197061324067,0,0,0,1,0,0,0,0.4547256998492359,0.8762377910710061,0.23629024581272112,0.6832496767770263
113,222.04387135253617,5.407368484633397,Belize,Sapodilla Cayes,0.9187355331995324,0.21427292745943222,0.2182024689200078,0.21187906886850685,0,0,0,1,0,0,0,0.3771142673903188,0.8762377910710061,0.23629024581272112,0.6832496767770263
114,156.43382553041147,5.059005214613225,Belize,Corozal Bay,0.8316885887571728,0,0,0,0.0113696644343329,0,1,0,0,0,1,0.042530428125837114,0.7561734337198648,0.19830867884293882,0.22770821336366873
115,0,0,Mexico,Reserva Estatal de Dzilam,0.7804577335643048,0,0,0,0.10066243959363538,0,1,1,0,0,0,0.13630216235008885,0.711921109461799,0.5156155623998364,0.0820629797069227
116,33.03294087724875,3.5273289049154166,Mexico,Reserva Estatal de Dzilam,0.8100219936457661,0,0,0,0,1,1,1,0,0,0,0.12347192674304139,0.711921109461799,0.5156155623998364,0.0820629797069227
117,0,0,Honduras,Omoa,0.18035211436647725,0,0,0,0.8380626834019835,0,0,0,0,0,0,0.33376172061729387,0.5689530842201076,0.15252522387779713,0.70283830398648
118,0,0,Belize,Sapodilla Cayes,0.19115229280368,0.24899465915798064,0.24239736477003415,0.2555919535459271,0,0,0,0,0,0,0,0.4686014152180222,0.8762377910710061,0.23629024581272112,0.6832496767770263
119,69.21200780586214,4.251519347769706,Belize,Sapodilla Cayes,0.9999999999998935,0.026776818332781373,0.023455662570575932,0.028022251743608412,0,0,0,0,0,0,0,0.4139231693063424,0.8762377910710061,0.23629024581272112,0.6832496767770263
120,0,0,Belize,Sapodilla Cayes,0.010549010232110098,0.5952275758607374,0.5952275758607374,0.5952275758607374,0,0,0,1,0,0,0,0.37984806545507666,0.8762377910710061,0.23629024581272112,0.6832496767770263
121,21.611771902424625,3.118470651305268,Belize,Corozal Bay,0.44506182858571974,0,0,0,0.0054703432949302876,1,1,1,0,0,1,0.08451518897525866,0.7561734337198648,0.19830867884293882,0.22770821336366873
122,3.601961983737437,1.5264827307658064,Belize,Corozal Bay,0.7728376784561442,0,0,0,5.364049618626964e-5,1,1,0,0,0,1,0.06704249861975457,0.7561734337198648,0.19830867884293882,0.22770821336366873
123,25.213733901551905,3.2662834681407165,Belize,Corozal Bay,0.0978601910202813,0,0,0,0,0,1,0,0,0,0,0.005616159336499788,0.7561734337198648,0.19830867884293882,0.22770821336366873
124,0,0,Mexico,Reserva Estatal de Dzilam,0.9999999999998644,0,0,0,0,0,1,1,0,0,0,0.09940464753699327,0.711921109461799,0.5156155623998364,0.0820629797069227
125,87.22181772454933,4.479854298914189,Belize,Sapodilla Cayes,0.9999999999999502,0.23920624377283345,0.2588840916638996,0.23592660245765576,0,0,0,1,0,0,0,0.46024645948295734,0.8762377910710061,0.23629024581272112,0.6832496767770263
126,0,0,Belize,Sapodilla Cayes,0.918735883134358,0.019918702615445767,0.019918702615445767,0.019918702615445767,0,0,0,1,0,0,0,0.38203446319198286,0.8762377910710061,0.23629024581272112,0.6832496767770263
127,69.21200780586214,4.251519347769706,Belize,Corozal Bay,0.9843405903484139,0,0,0,6.747460728715787e-4,0,1,0,0,0,1,0.0927222719109137,0.7561734337198648,0.19830867884293882,0.22770821336366873
128,87.22181772454933,4.479854298914189,Belize,Corozal Bay,0.6537789131676992,0,0,0,1.9001000817962113e-4,1,1,0,0,0,1,0.016815018551622485,0.7561734337198648,0.19830867884293882,0.22770821336366873
129,1.719114948733198,1.0003064408630862,Mexico,Reserva Estatal de Dzilam,0.5419777759820902,0,0,0,0.157300987760279,0,1,1,0,0,0,0.09328962309199382,0.711921109461799,0.5156155623998364,0.0820629797069227
130,0,0,Mexico,Reserva Estatal de Dzilam,0.5372186158535384,0,0,0,0,0,0,1,0,0,0,0.07328022249543235,0.711921109461799,0.5156155623998364,0.0820629797069227
131,0,0,Honduras,Omoa,0.26955034209117323,0,0,0,0.9586214080841468,0,0,0,0,0,0,0.35487947555953,0.5689530842201076,0.15252522387779713,0.70283830398648
132,0,0,Honduras,Cuyamel,0.5120240823503873,0,0,0,0.6827756976246812,0,0,0,0,0,0,0.3436420558979232,0.5689530842201076,0.15252522387779713,0.70283830398648
133,0,0,Belize,Sapodilla Cayes,0.038283515189443146,0,0,0,0,0,0,1,0,0,0,0.459136611862496,0.8762377910710061,0.23629024581272112,0.6832496767770263
134,276.07330112398756,5.624282096176665,Belize,Sapodilla Cayes,0.999999999999906,0.31052806376620495,0.3427847891066249,0.29965127864498226,0,0,0,1,0,0,0,0.4234874545092766,0.8762377910710061,0.23629024581272112,0.6832496767770263
135,0,0,Belize,Sapodilla Cayes,0.010549162659383412,0,0,0,0,0,0,0,0,0,0,0.3892677486225931,0.8762377910710061,0.23629024581272112,0.6832496767770263
136,0,0,Belize,Corozal Bay,0.13419343725521818,0,0,0,0,0,1,0,0,0,0,0.12418940980180519,0.7561734337198648,0.19830867884293882,0.22770821336366873
