pid,country,name_2,cellarea,coral_prop,forest_prop,beach,mangrove,wildlife,ruins,roads,develop,pa_min_dist
38,Mexico,Reserva Estatal de Dzilam,13926582.248612702,0,0,1,1,1,0,0,0,1524.8603317808202
39,Guatemala,MPA Río Sarstun,14660612.157707183,0,0.5113707867283253,1,1,0,0,0,1,807.7160810911743
40,Belize,Port Honduras,1315501.9355717432,0,0,0,1,0,0,0,0,4469.780939834562
41,Mexico,Reserva Estatal de Dzilam,13995024.482349388,0,0.18605645011362312,0,1,1,0,0,0,3168.075295592075
42,Guatemala,MPA Río Sarstun,1176873.6106812172,0,0.23064657831430382,0,0,0,0,0,0,3338.4174270860226
43,Belize,Port Honduras,5950218.248471916,0,0.0024168905575300426,0,1,0,0,0,0,8081.8710628092995
44,Mexico,Reserva Estatal de Dzilam,20182862.05383748,0,0.02689825364588588,1,1,1,0,0,0,5831.871620362436
45,Belize,Port Honduras,16698959.083185028,0.18623298146176284,0,0,1,0,0,0,0,6601.438096980774
46,Belize,Port Honduras,16341350.254879624,0.0031351391038425143,0,0,1,0,0,0,0,12748.36981144023
47,Mexico,Reserva Estatal de Dzilam,13718831.554284658,0,0.5585963614521993,0,1,1,0,0,0,8167.629663145161
48,Mexico,Reserva Estatal de Dzilam,4007317.207339227,0,0,0,0,1,0,0,0,10453.270627122889
49,Belize,Port Honduras,21650635.09461063,0.009340750581202824,0,0,1,0,0,0,0,10950.803937196028
50,Belize,Port Honduras,1730007.5312949466,0,0,0,1,0,0,0,0,17774.83164262228
51,Mexico,Reserva Estatal de Dzilam,860934.6132599115,0,0.8769584462284145,0,0,0,0,0,0,13271.509786073442
52,Mexico,Reserva Estatal de Dzilam,21650635.094610035,0,0,1,1,1,0,0,0,10755.658967824773
53,Belize,Port Honduras,16455168.043293519,0.03484883425090302,0,0,0,0,0,0,0,11342.517708131933
54,Belize,Port Honduras,21650635.094611675,0.006102623713052218,0,0,1,0,0,0,0,15729.034598479662
55,Mexico,Reserva Estatal de Dzilam,20060523.400547594,0,0.4609998722553298,0,1,1,0,0,0,13167.522452991958
56,Mexico,Reserva Estatal de Dzilam,11780781.501779795,0,0,1,0,1,0,0,0,14350.358990281959
57,Belize,Port Honduras,21650635.09461075,0.03674028561939757,0,0,1,0,0,0,0,15152.00348007344
58,Belize,Port Honduras,13176725.415398657,0.008799380793656636,0,0,1,0,0,0,0,20612.737613656293
59,Mexico,Reserva Estatal de Dzilam,21650635.094610155,0,0,1,1,1,0,0,0,15727.608625213637
60,Mexico,Reserva Estatal de Dzilam,1855052.8882605433,0,0,0,0,1,0,0,0,19978.808939793696
61,Belize,Port Honduras,16096377.728669295,0.002903655484654295,0,0,0,0,0,0,0,16239.973196082097
62,Belize,Port Honduras,21650635.094611824,0.04823978744603149,0,0,1,0,0,0,0,19546.499225933578
63,Belize,Port Honduras,2120979.478286788,0,0,0,0,0,0,0,0,25659.729601614967
64,Mexico,Reserva Estatal de Dzilam,13994741.914552957,0,0.547519248460542,0,0,1,0,0,0,18167.474254442117
65,Mexico,Reserva Estatal de Dzilam,21650635.094609857,0,0,1,1,1,0,0,0,19042.223514749505
66,Belize,Port Honduras,21650635.094610512,0.14559116572568218,0,0,1,0,0,0,0,19729.32619349639
67,Belize,Port Honduras,13789027.355757862,0.009777493225870319,0,1,1,1,0,0,0,24177.428616763496
68,Mexico,Reserva Estatal de Dzilam,20531274.810446218,0,0.07906271571523363,0,1,1,0,0,0,20713.06704241694
69,Mexico,Reserva Estatal de Dzilam,17731816.16801411,0,0,1,1,1,0,0,0,22975.09259401418
70,Belize,Port Honduras,10576668.83703617,0.16503278055253556,0,0,0,0,0,0,0,21185.63308704254
71,Belize,Port Honduras,21423225.567990243,0.1113489063510846,0,1,1,1,0,0,0,23806.06507969485
72,Mexico,Reserva Estatal de Dzilam,919456.5300432034,0,0.26687097565318174,0,0,1,0,0,0,23167.4468602294
73,Mexico,Reserva Estatal de Dzilam,21650635.094610214,0,0.05226668880770926,0,1,1,0,0,0,23859.584020294446
74,Mexico,Reserva Estatal de Dzilam,9785013.960346699,0,0,1,0,1,0,0,0,27614.67953518932
75,Belize,Port Honduras,21588394.056283027,0.28023937240527924,0,0,0,1,0,0,0,24472.62582230667
76,Belize,Port Honduras,14920416.227618394,0.13180633278053355,0,1,1,1,0,0,0,28181.752200812014
77,Mexico,Reserva Estatal de Dzilam,6690027.460658193,0,0.38478223338147766,0,0,1,0,0,0,25753.874994403202
78,Mexico,Reserva Estatal de Dzilam,21650635.0946123,0,0,1,1,1,0,0,0,27559.541958081445
79,Belize,Port Honduras,21650635.094611734,0.11665559614746045,0,0,0,1,0,0,0,28308.864992576277
80,Belize,Port Honduras,8682026.615254134,0.01221604973842954,0,1,0,1,0,0,1,26349.112779127292
81,Mexico,Reserva Estatal de Dzilam,19182255.769111678,0,0.8006377070083494,0,1,1,0,0,0,28739.4019223995
82,Mexico,Reserva Estatal de Dzilam,17811840.434386373,0,0,1,1,1,0,0,0,31619.249773785552
83,Belize,Port Honduras,10679303.83627373,0.14535142459203035,0,0,0,0,0,0,0,29307.653241463184
84,Belize,Port Honduras,21650635.09461075,0.14621388243109407,0,0,0,1,0,0,0,29167.78679006157
85,Belize,Port Honduras,4109354.2122732997,8.74895759595467e-4,0,1,0,0,0,0,0,22584.49027027586
86,Mexico,Reserva Estatal de Dzilam,21650635.09461242,0,0.04716041182331348,0,1,1,0,0,0,32267.659136896687
87,Mexico,Reserva Estatal de Dzilam,332887.896732077,0,0,0,0,1,0,0,0,34079.21541131056
88,Belize,Port Honduras,18920720.50087872,0.07562672450983196,0,0,0,0,0,0,0,32730.406394127833
89,Belize,Port Honduras,20267575.82843092,0.02767277302657241,0,0,0,0,0,0,0,24301.314729464797
90,Belize,Port Honduras,1385743.8421880305,0,0,0,1,0,0,0,1,18292.89844397491
91,Mexico,Reserva Estatal de Dzilam,13734721.058497757,0,0.7634349293523937,0,1,1,0,0,0,31459.03784323225
92,Mexico,Reserva Estatal de Dzilam,20380498.46915245,0,0,1,1,1,0,0,0,29833.840997559513
93,Belize,Port Honduras,7479944.054422855,0,0,0,0,0,0,0,0,28405.54606597782
94,Belize,Port Honduras,8607431.812204957,0,0,1,0,0,0,0,0,19613.62947527897
95,Mexico,Reserva Estatal de Dzilam,21650635.0946123,0,0.16522749916970833,0,1,1,0,0,0,27899.18764560858
96,Mexico,Reserva Estatal de Dzilam,3184214.655527711,0,0,0,0,1,0,0,0,27299.987955712586
97,Mexico,Reserva Estatal de Dzilam,8434636.8893888,0,0.0021312456138548744,0,0,1,0,0,0,26770.716723727764
98,Mexico,Reserva Estatal de Dzilam,21650635.094610333,0,0,1,1,1,0,0,0,24840.657812301517
99,Mexico,Reserva Estatal de Dzilam,21650635.09461218,0,0.38845068083692696,0,1,1,0,0,0,23029.652258880986
100,Mexico,Reserva Estatal de Dzilam,9782615.689450204,0,0,0,0,1,0,0,0,22299.990005876134
101,Mexico,Reserva Estatal de Dzilam,3384013.790739134,0,0.9492756083169542,0,0,1,0,0,0,22726.006201031218
102,Mexico,Reserva Estatal de Dzilam,21650635.094609976,0,0,1,1,1,0,0,0,19850.906589572325
103,Belize,Corozal Bay,10572708.011606423,0,8.501267061964892e-5,1,1,0,0,0,1,1412.3225126416144
104,Mexico,Reserva Estatal de Dzilam,20893014.79962252,0,0.5795632780003338,0,1,1,0,0,0,18230.883002342904
105,Mexico,Reserva Estatal de Dzilam,14485636.508734167,0,0,1,1,1,0,0,0,17299.993241105683
106,Belize,Sapodilla Cayes,7242842.006474569,0.29125539304761705,0,0,0,0,0,0,0,40875.05732955417
107,Belize,Sapodilla Cayes,168589.68330051005,0.45316653263079343,0,0,0,0,0,0,0,37550.50812572327
108,Belize,Corozal Bay,2577706.5037301276,0,0.009065876081563999,0,1,1,0,0,0,4259.929655514041
109,Belize,Corozal Bay,3801559.3760796487,0,0,0,0,0,0,0,1,3209.3494682405867
110,Mexico,Reserva Estatal de Dzilam,187487.11251550913,0,0,0,0,0,0,0,0,19091.298856145728
111,Mexico,Reserva Estatal de Dzilam,21650635.094610095,0,0,0,1,1,0,0,0,14868.043055764758
112,Belize,Sapodilla Cayes,13135583.957312584,0.28930470180221834,0,0,0,1,0,0,0,45298.7642570356
113,Belize,Sapodilla Cayes,19899734.177803576,0.214272927459433,0,0,0,1,0,0,0,37567.28573322893
114,Belize,Corozal Bay,18024245.654587172,0,0.011369664434332937,0,1,0,0,0,1,4236.78678830303
115,Mexico,Reserva Estatal de Dzilam,16920440.327883154,0,0.10066243959363574,0,1,1,0,0,0,13578.118681367605
116,Mexico,Reserva Estatal de Dzilam,17557423.40449053,0,0,1,1,1,0,0,0,12299.999106602947
117,Honduras,Omoa,3990736.606134806,0,0.8380626834019864,0,0,0,0,0,0,33248.60131124779
118,Belize,Sapodilla Cayes,4223434.1561456025,0.24899465915798152,0,0,0,0,0,0,0,46681.03220361696
119,Belize,Sapodilla Cayes,21650635.0946106,0.026776818332781466,0,0,0,0,0,0,0,41234.10678822345
120,Belize,Sapodilla Cayes,332207.578485772,0.5952275758607395,0,0,0,1,0,0,0,37839.620624577416
121,Belize,Corozal Bay,9694096.260887846,0,0.005470343294930307,1,1,1,0,0,1,8419.21541447596
122,Belize,Corozal Bay,16756260.80391267,0,5.364049618626983e-5,1,1,0,0,0,1,6678.624808727093
123,Belize,Corozal Bay,2213389.262296852,0,0,0,1,0,0,0,0,559.4693194125629
124,Mexico,Reserva Estatal de Dzilam,21650635.094609976,0,0,0,1,1,0,0,0,9902.470206379163
125,Belize,Sapodilla Cayes,21650635.094611824,0.23920624377283428,0,0,0,1,0,0,0,45848.730069943515
126,Belize,Sapodilla Cayes,19899741.71739906,0.019918702615445833,0,0,0,1,0,0,0,38057.42471106091
127,Belize,Corozal Bay,21313241.941182435,0,6.747460728715811e-4,0,1,0,0,0,1,9236.786788302947
128,Belize,Corozal Bay,14191054.761158884,0,1.900100081796218e-4,1,1,0,0,0,1,1675.0748013586394
129,Mexico,Reserva Estatal de Dzilam,11782219.493965805,0,0.15730098776027956,0,1,1,0,0,0,9293.305052855005
130,Mexico,Reserva Estatal de Dzilam,11679679.993487895,0,0,0,0,1,0,0,0,7300.01300701563
131,Honduras,Omoa,5912576.062540838,0,0.9586214080841501,0,0,0,0,0,0,35352.305155308866
132,Honduras,Cuyamel,11136845.793670114,0,0.6827756976246836,0,0,0,0,0,0,34232.85836732817
133,Belize,Sapodilla Cayes,929767.275472151,0,0,0,0,1,0,0,0,45738.16951500418
134,Belize,Sapodilla Cayes,21650635.09461087,0.310528063766206,0,0,0,1,0,0,0,42186.8796375223
135,Belize,Sapodilla Cayes,332210.86264012754,0,0,0,0,0,0,0,0,38777.98854027421
136,Belize,Corozal Bay,2996214.9750355924,0,0,0,1,0,0,0,0,12371.473175361616
137,Belize,Corozal Bay,19741608.111704767,0,0,0,0,0,0,0,0,6427.291096063026
138,Belize,Corozal Bay,7290259.187961526,0,0,0,0,0,0,0,0,528.6616317466109
139,Mexico,Reserva Estatal de Dzilam,21650635.094610095,0,0.16996014613086805,0,1,1,0,0,0,5005.909314836276
140,Honduras,Omoa,7588081.211340725,0,0.8908683218925985,0,0,0,0,0,0,35513.548923955605
141,Honduras,Cuyamel,11686952.791434139,0.03799229747356867,0.5465045867351801,0,1,0,0,0,0,31579.061298484754
142,Belize,Sapodilla Cayes,4915176.460912794,0.09947860429579308,0,0,0,1,0,0,0,45553.29161278718
143,Belize,Sapodilla Cayes,17704571.12672043,0.307700903132145,0,0,0,1,0,0,0,39184.6177587997
144,Belize,Laughing Bird Caye,2242220.9911557436,0.008818894854905833,0,0,0,0,0,0,0,18076.40310675106
145,Belize,South Water Caye,9132366.075735569,0.025786231488001157,0,0,0,0,0,0,0,13280.709907022714
146,Belize,South Water Caye,8496253.059137642,0.07891894774899487,0,0,1,0,0,0,0,16542.065255534126
147,Belize,Corozal Bay,20465455.770080503,0,3.9526739030957636e-4,0,1,0,0,0,0,11393.606368351471
148,Belize,Corozal Bay,4124126.3153346777,0,0,0,0,0,0,0,0,3876.8931452718184
149,Mexico,Reserva Estatal de Dzilam,6063904.259664267,0,0.5032193595673349,0,0,1,0,0,0,6130.639073703999
150,Mexico,Reserva Estatal de Dzilam,13799688.603515446,0,0,1,1,1,0,0,0,2300.0873424139504
151,Honduras,Omoa,2690218.10639225,0,0.9912882372492402,0,0,0,0,0,0,32562.189737580957
152,Honduras,Cuyamel,1727208.4761300539,0,0.5745055263517241,0,0,0,0,0,0,31749.110812085124
153,Honduras,Cuyamel,8032513.840003182,0,0,0,0,0,0,0,0,28221.38033467256
154,Belize,Sapodilla Cayes,2436678.6234605312,0.030616090777359443,0,0,0,1,0,0,0,43859.61649737281
155,Belize,Laughing Bird Caye,14702914.55641526,0.06779505393929362,0,0,1,0,0,0,0,16949.9928521101
156,Belize,South Water Caye,4583780.702199921,0.05215881338353174,0,0,0,0,0,0,0,13250.959173028594
157,Belize,South Water Caye,20623435.18422562,0.17040630092237868,0,0,1,0,0,0,0,14808.64590187697
158,Belize,South Water Caye,14928048.172846854,0.05340605391098556,0,0,0,0,0,0,0,20322.4500014269
159,Belize,South Water Caye,253735.222492069,0,0,0,0,0,0,0,0,24314.90685184495
160,Belize,Corozal Bay,6398534.985154377,0,0.011799636674651346,0,1,0,0,0,0,16380.429216608938
161,Belize,Corozal Bay,12770754.22465974,0,0,0,0,0,0,0,0,9732.70072470748
162,Mexico,Reserva Estatal de Dzilam,15203107.377154768,0,0.16802024304396296,0,1,1,0,0,0,1130.6390737046047
163,Mexico,Ría Lagartos,168944.7916970104,0,0,0,1,1,0,0,0,1205.2855977927625
164,Honduras,Omoa,19357653.40784806,0,0.7483906268857785,0,0,0,0,0,0,31335.56385963433
165,Honduras,Cuyamel,20225343.170569744,0.15993954100406196,0.06194935264230685,0,0,0,0,0,0,26916.945230121735
166,Belize,Laughing Bird Caye,3759199.483931185,0.03921194398031559,0,0,0,0,0,0,0,19564.424110418237
167,Belize,Laughing Bird Caye,12148450.247072458,0.01272557647935241,0,0,0,0,0,0,0,17326.530525180515
168,Belize,South Water Caye,21650635.09461063,0.12371305214215296,0,0,1,0,0,0,0,15637.870824347188
169,Belize,South Water Caye,21650635.094611585,0.2920956492859564,0,0,1,1,0,0,0,19016.014088312393
170,Belize,South Water Caye,18148097.27068633,0.08979178468742355,0,0,0,0,0,0,0,25115.710804717488
171,Belize,South Water Caye,1962885.989901185,0,0,0,0,0,0,0,0,18971.088994718833
172,Belize,Hol Chan,1511272.4716719985,0,0,0,0,0,0,0,0,22626.55506457889
173,Belize,Corozal Bay,21598656.9192428,0,0,0,1,0,0,0,0,13857.802529500335
174,Mexico,Reserva Estatal de Dzilam,4555639.043430045,0,0,0,1,1,0,0,1,164.7762431795763
175,Mexico,Ría Lagartos,8903646.44819802,0,0,1,1,1,0,0,1,0
176,Honduras,Omoa,18788641.922203906,0,0.8453482055777699,0,0,0,0,0,0,26856.005751126715
177,Honduras,Omoa,4309739.05663389,0,0.8629972436744016,0,0,0,0,0,0,27864.304823547613
178,Honduras,Cuyamel,3837557.6531576924,0.016395060543421113,0,0,0,0,0,0,0,26774.28179195858
179,Honduras,Cuyamel,12757068.828395069,0.015288987761771365,0,0,0,0,0,0,0,23423.340273219874
180,Belize,Laughing Bird Caye,7807736.4738230705,0.059976687284840166,0,0,0,0,0,0,0,19520.2512837425
181,Belize,South Water Caye,4681341.65877067,0.0719997232575776,0,0,0,0,0,0,0,17964.73203693896
182,Belize,South Water Caye,21650635.09461063,0.4865908336101258,0,0,0,1,0,0,0,19178.54330566022
183,Belize,South Water Caye,21650635.09461063,0.3088674858851067,0,0,1,0,0,0,0,23661.832372305027
184,Belize,South Water Caye,20651680.582868993,0.13113349319185377,0,0,1,0,0,0,0,21542.790475269914
185,Belize,South Water Caye,4893574.429236889,0,0,0,0,0,0,0,0,15396.760557052094
186,Belize,Hol Chan,3071731.9016703963,0,0,0,0,0,0,0,0,20185.913680074224
187,Belize,Corozal Bay,7844938.041783335,0,1.14572497445002e-4,0,1,0,0,0,0,18855.84488136274
188,Belize,Corozal Bay,12413649.623945296,0,0,0,0,0,0,0,0,13004.140653957513
189,Mexico,Ría Lagartos,3745985.210576213,0,0,0,1,1,0,0,0,1330.6602617183678
190,Mexico,Ría Lagartos,355538.6794221401,0,0,1,0,1,0,0,0,3133.0020845572535
191,Honduras,Omoa,741602.8304300569,0,0.9780747648769722,0,0,0,0,0,0,26360.855031997417
192,Honduras,Omoa,21650635.094610393,0,0.7610843573564144,0,0,0,0,0,0,27458.54291140766
193,Honduras,Cuyamel,21650635.094610393,0.04064264363998962,4.151444702756856e-5,0,0,0,0,0,0,22401.043916506733
194,Belize,Laughing Bird Caye,293795.62035274506,0,0,0,0,0,0,0,0,21056.816409682768
195,Belize,South Water Caye,19162892.613322556,0.14676226144656043,0,0,1,0,0,0,0,20591.84923330584
196,Belize,South Water Caye,21462683.062099576,0.49139639868083845,0,0,1,1,0,0,0,23261.34223846868
197,Belize,South Water Caye,21650635.094610393,0.28271338425774195,0,0,1,0,0,0,0,26422.10891663648
198,Belize,South Water Caye,21640196.761387527,0.17390483373929072,0,0,1,0,0,0,0,18424.564249395196
199,Belize,South Water Caye,8207309.763329446,0,0,0,0,0,0,0,0,13038.435952673468
200,Belize,Hol Chan,18449839.651202142,0,0,0,0,0,0,0,0,17626.555064579094
201,Belize,Hol Chan,134348.22105745345,0,0,0,0,0,0,0,0,19162.892166772606
202,Belize,Corozal Bay,8960223.859500702,0,0,0,1,0,0,0,0,18580.496827978215
203,Belize,Corozal Bay,21286096.14798942,0,8.022827958913001e-4,0,1,0,0,0,1,17035.485620091422
204,Mexico,Ría Lagartos,19017044.985945314,0,0,0,1,1,0,1,1,362.7860813027683
205,Honduras,Omoa,10932637.320996366,0,0.9832775791972764,0,0,0,0,0,0,25083.847564576845
206,Honduras,Omoa,13036170.587735176,0,0.8230977936238261,0,0,0,0,0,0,22784.797420716804
207,Honduras,Cuyamel,2725036.2435272764,0.02242882527528511,0.10653692005760428,0,0,0,0,0,0,23565.481231469385
208,Honduras,Cuyamel,9523137.192683935,0,0,0,0,0,0,0,0,20301.818273348235
209,Honduras,Zona de Interconexion,4786333.136834204,0,0,0,0,0,0,0,0,18350.786675871084
210,Belize,South Water Caye,1030371.6881091989,0,0,0,0,0,0,0,0,22961.01141235322
211,Belize,South Water Caye,8634578.232739687,0.47186143941148073,0,0,0,0,0,0,0,23922.745959762433
212,Belize,South Water Caye,12435186.510863956,0.2753141716488716,0,0,0,0,0,0,0,27647.125748317067
213,Belize,South Water Caye,21594012.41668792,0.30118622786089516,0,0,1,1,0,0,0,23420.089366210672
214,Belize,South Water Caye,21650635.094610453,0.03516273663235048,0,0,1,0,0,0,0,15913.625519427365
215,Belize,South Water Caye,4753019.515329242,0.02874378053974731,0,0,0,0,0,0,0,12634.789232215411
216,Belize,Hol Chan,3543094.2927508354,0,0,0,0,0,0,0,0,15705.949774621504
217,Belize,Hol Chan,21041604.31511402,0,0,0,1,0,0,0,0,15205.44509225564
218,Belize,Corozal Bay,319737.52761477977,0,0,0,0,0,0,0,0,17741.632926498824
219,Belize,Corozal Bay,12689124.693710804,0,0,0,1,0,0,0,0,18248.249605089077
220,Belize,Corozal Bay,752132.9863414674,0,0,1,1,0,0,0,0,24182.466103474428
221,Belize,Corozal Bay,12056545.023230791,0,0,0,0,0,0,0,0,17131.844232153024
222,Mexico,Ría Lagartos,9895770.609888017,0,0,1,1,1,0,1,1,63.979224842800726
223,Honduras,Omoa,20983051.832834616,0,0.7562990669064314,0,0,0,0,0,0,23986.48139347219
224,Honduras,Omoa,1393156.883771509,0,0.7167767861155484,0,0,0,0,0,0,21637.883450369958
225,Honduras,Cuyamel,4706596.530133545,0.09510257374324216,0.015277521886464605,1,1,0,0,0,0,20916.828061749897
226,Honduras,Zona de Interconexion,13097108.407892287,0.049205497961616725,0.4183496730460468,1,1,0,0,1,0,18140.881912884353
227,Honduras,Zona de Interconexion,5677517.503182948,0,0,0,0,0,0,0,0,14889.458509206846
228,Belize,South Water Caye,3029925.6423150958,0.42746632559333964,0,0,0,0,0,0,0,28417.188531988362
229,Belize,South Water Caye,21650635.094610512,0.12284124875457471,0,0,1,1,0,0,0,20911.22892882704
230,Belize,South Water Caye,21650635.09461099,0.042469279309201476,0,0,1,1,0,0,0,14269.415667477133
231,Belize,Hol Chan,21650635.094610512,0,0,0,0,0,0,0,0,12626.555064579776
232,Belize,Hol Chan,1793073.8109528422,0,0,0,0,0,0,0,0,14429.993865125698
233,Belize,Corozal Bay,19857561.360162687,0,0,0,1,0,0,0,0,13927.286588877352
234,Belize,Corozal Bay,18070251.871044457,0,0,1,1,1,0,0,0,19255.190596946224
235,Belize,Corozal Bay,5480485.504419175,0,0,1,1,0,0,0,0,26402.930192090273
236,Belize,Corozal Bay,2387418.8555645924,0,0,1,1,0,0,0,0,24516.967507398425
237,Belize,Corozal Bay,4895192.649245344,0,0,1,1,0,0,0,0,24255.98998557591
238,Belize,Corozal Bay,16512451.201462058,0,0,1,1,0,0,0,0,20937.450887777388
239,Mexico,Ría Lagartos,11791058.662299387,0,0.007241702895526807,0,1,1,0,1,1,0
240,Honduras,Omoa,646595.5396898445,0,0.996681389693383,0,0,0,0,0,0,23003.670773662267
241,Honduras,Omoa,4708679.172490455,0,0.7742277682332331,0,0,0,0,0,0,22039.121693354096
242,Honduras,Zona de Interconexion,16290026.243721128,0,0.6448939710076123,0,0,0,0,0,0,19272.566552771565
243,Honduras,Zona de Interconexion,21650635.09461069,0.04898704749253023,0.23999501826637057,1,0,0,0,1,0,13749.04359041896
244,Honduras,Zona de Interconexion,6260295.883661032,0,0,0,0,0,0,0,0,12271.517197210982
245,Belize,South Water Caye,17274370.0282619,0.3449178724989822,0,0,0,1,0,0,0,25909.757109148246
246,Belize,South Water Caye,21650635.09461069,0.1564264363998762,0,0,0,1,0,0,0,19043.430406113886
247,Belize,South Water Caye,6393359.028927147,0.013917973295178064,0,0,1,1,0,0,0,15217.574870719742
248,Belize,Hol Chan,15375247.874931678,0.03963487251838122,0,0,1,1,0,0,0,10973.208631806225
249,Belize,Hol Chan,21366493.282531977,0,0,0,0,0,0,0,0,10244.023126087704
250,Belize,Corozal Bay,284141.8198905919,0,0,0,1,0,0,0,0,13353.81876341225
251,Belize,Hol Chan,8407519.586443067,0,0,0,0,0,0,0,0,14378.214875422718
252,Belize,Corozal Bay,13243115.508633628,0,0,0,0,0,0,0,0,15161.186870896812
253,Belize,Corozal Bay,20854035.062307596,0,0,1,1,0,0,0,0,21402.930192089854
254,Belize,Corozal Bay,15673137.699894905,0,0,1,1,1,0,0,0,23230.94610501821
255,Belize,Corozal Bay,15840013.983637333,0,0,1,1,1,0,0,0,21690.2646016805
256,Belize,Corozal Bay,16673397.474366158,0,0,1,1,0,0,0,0,22535.643833449838
257,Belize,Corozal Bay,11699440.422517061,0,0,0,0,0,0,0,0,21631.058719751687
258,Mexico,Ría Lagartos,10800353.21706587,0,0,0,1,1,0,0,0,2530.4603034047914
259,Honduras,Omoa,1971410.0828132061,0,0.7303910387991059,0,0,0,0,0,0,22636.772895036727
260,Honduras,Zona de Interconexion,21650635.094610393,0,0.5511457987380003,0,0,0,0,0,0,14365.807481832428
