pid,MPA,beach,mangrove,wildlife,forest,ruins,roads,develop,cellarea,prop_coral,pa_min_dist,country
3575,NA,0,1,1,0,0,0,0,21650635.09462011,0.16924497975237351,21172.063269579,Belize
3576,NA,0,0,0,0,0,0,0,21650635.09461081,0.11420658121551366,25152.83339011792,Belize
3577,NA,0,0,0,0,0,0,0,17487807.720420003,0,24786.43688634755,Belize
3578,NA,0,0,0,0,0,0,0,17351373.87568961,0,22171.500307620954,Belize
3579,NA,0,0,0,0,0,0,0,17352494.69805218,0,20464.816844408382,Belize
3580,NA,0,0,0,0,0,0,0,20963442.2976813,0,18459.055000370416,Belize
3581,NA,0,0,0,0,0,0,0,21650635.09461212,0,18519.3343404972,Belize
3582,NA,0,0,0,0,0,0,0,21650635.094618678,0,19879.50646579539,Belize
3583,NA,0,0,0,0,0,0,0,21650635.09460783,0,22225.36215206932,Belize
3584,NA,0,0,0,0,0,0,0,21650635.094609022,0.19180215613738147,24944.966660801194,Belize
3585,NA,0,0,0,0,0,0,0,21650635.094607472,0.1212258222704909,28275.084343232866,Belize
3586,NA,0,0,0,0,0,0,0,21650635.094610453,0,32042.306838388577,Belize
3587,NA,0,0,0,0,0,0,0,21650635.094616294,0,36110.088070148246,Belize
3588,NA,0,0,0,0,0,0,0,21650635.09460497,0,40387.71463381491,Belize
3589,NA,0,0,0,0,0,1,1,21650635.09461522,0,13131.566094271222,Belize
3590,NA,0,0,0,0,0,1,1,21650635.09460777,0,16285.85781394846,Belize
3591,NA,0,0,0,0,0,0,0,21650635.094619572,0,20199.51240460971,Belize
3592,NA,0,0,0,0,0,0,0,21650635.094605684,0,24511.455241008796,Belize
3593,NA,0,0,0,1,0,0,0,21650635.09460503,0,29044.83731543207,Belize
3594,NA,0,0,0,1,0,0,0,21650635.094614506,0,28255.24541974981,Belize
3595,NA,0,0,0,1,0,1,0,21650635.094613314,0,24652.944209368245,Belize
3596,NA,0,0,0,1,0,1,0,21650635.094611287,0,21614.26433284624,Belize
3597,NA,1,1,1,1,0,1,1,21650635.09461248,0,19104.74679716804,Belize
3598,NA,0,0,0,0,0,0,0,21650635.094610393,0,17303.182211484615,Belize
3599,NA,0,0,0,0,0,0,0,21650635.09461385,0,16846.628122676957,Belize
3600,NA,0,0,0,0,0,0,0,21650635.09461105,0,17838.655878840684,Belize
3601,NA,0,0,0,0,0,0,0,21650635.09460771,0,20037.27463186933,Belize
3602,NA,0,1,1,0,0,0,0,21650635.094616175,0.09433745842253267,22676.424871434803,Belize
3603,NA,0,0,1,0,0,0,0,21650635.094607234,0.17442863731176592,25954.36397621332,Belize
3604,NA,0,0,1,0,0,0,0,12156942.85139823,0,24234.820122805773,Belize
3605,NA,0,0,0,0,0,0,0,717112.441270411,0,16925.496925131607,Belize
3606,NA,0,0,0,0,0,0,0,21112086.3707456,0,13989.71489682539,Belize
3607,NA,0,0,0,0,0,0,0,21650635.094605446,0,14931.214143629808,Belize
3608,NA,0,0,0,0,0,0,0,21650635.094606757,0,17225.36215206987,Belize
3609,NA,0,0,0,0,0,0,0,21650635.094619274,0.03248918560788464,19999.943504614745,Belize
3610,NA,0,0,1,0,0,0,0,21650635.094602823,0.43270536583607233,23499.505805363493,Belize
3611,NA,0,0,0,0,0,0,0,21650635.09461546,0,27467.358919355796,Belize
3612,NA,0,0,0,0,0,0,0,21650635.094611764,0,31728.297132264324,Belize
3613,NA,0,0,0,0,0,0,0,21650635.094614744,0,36178.914740793756,Belize
3614,NA,0,0,0,0,0,0,0,21650635.09461212,0,40757.12090825492,Belize
3615,NA,0,0,0,0,0,0,0,21650635.09460783,0,8133.002368526283,Belize
3616,NA,0,0,0,0,0,0,0,21650635.09461516,0,11573.109529178215,Belize
3617,NA,0,0,0,0,0,0,0,21650635.094608366,0,15865.938384546342,Belize
3618,NA,0,0,0,0,0,0,0,21650635.09461254,0,20482.166327567425,Belize
3619,NA,0,0,0,0,0,0,0,21650635.094615996,0,25245.004934006887,Belize
3620,NA,0,0,0,1,0,0,0,21650635.09461075,0,30084.903369728447,Belize
3621,NA,0,0,0,1,0,0,0,21650635.094612002,0,29558.95194436072,Belize
3622,NA,0,1,0,1,0,1,0,21650635.0946095,0,26610.90762279536,Belize
3623,NA,0,1,1,1,0,0,1,21650635.094611526,0,24103.01499901357,Belize
3624,NA,1,1,1,0,0,0,0,21650635.09460622,0,22144.16619569614,Belize
3625,NA,0,0,0,0,0,0,0,21650635.094607055,0,21207.8490413934,Belize
3626,NA,0,0,0,0,0,0,0,21650635.094612896,6.225379520482076e-4,21428.52364075659,Belize
3627,NA,0,0,0,0,0,0,0,21650635.09461248,0,22772.579781008848,Belize
3628,NA,0,1,1,0,0,0,0,21650635.094608188,0.013928763088361827,25037.27463186916,Belize
3629,NA,0,0,0,0,0,0,0,21650635.09461069,0.28894175528566907,27150.338640757152,Belize
3630,NA,0,0,1,0,0,0,0,21236470.498117447,0,22844.276070013177,Belize
3631,NA,0,0,0,0,0,0,0,2401077.5341038704,0,11159.49713559184,Belize
3632,NA,0,0,0,0,0,0,0,21649689.06040809,0,10034.317828443678,Belize
3633,NA,0,0,0,0,0,0,0,21650635.09461367,0,12225.362152069323,Belize
3634,NA,0,0,0,0,0,0,0,21650635.094613433,0,15091.193414275258,Belize
3635,NA,0,0,1,0,0,0,0,21650635.094607115,0.13746233754531353,18840.731184738175,Belize
3636,NA,0,0,1,0,0,0,0,21650635.09461844,0.17561875874803348,23069.507677538168,Belize
3637,NA,0,0,1,0,0,0,0,21650635.094610214,0.3681089265163178,27557.779616517535,Belize
3638,NA,0,0,1,0,0,0,0,21650635.094611168,0,32197.20873462403,Belize
3639,NA,0,0,0,0,0,0,0,21650635.09461081,0,36930.871682231686,Belize
3640,NA,0,0,0,0,0,0,0,21650635.09461224,0,41726.70986452211,Belize
3641,NA,0,0,0,0,0,0,0,21650635.094609976,0,7255.657352202147,Belize
3642,NA,0,0,0,0,0,0,1,21650635.09461379,0,12059.672477329494,Belize
3643,NA,0,0,0,0,0,0,0,21650635.094608486,0,16977.244679522522,Belize
3644,NA,0,0,0,0,0,0,0,21650635.094608307,0,21932.121957445223,Belize
3645,NA,0,0,0,0,0,0,0,21650635.09461558,0,26903.700678607816,Belize
3646,NA,0,0,0,0,0,0,0,21650635.09461236,0,31884.169220038984,Belize
3647,NA,0,0,0,1,0,1,0,21650635.094605863,0,31608.612534682496,Belize
3648,NA,0,1,1,1,0,0,0,21650635.094611645,0,29101.878185117133,Belize
3649,NA,0,1,1,1,0,0,0,21650635.094613254,0,27043.078196857798,Belize
3650,NA,0,0,0,0,0,0,0,21650635.09461415,0,25801.876730604166,Belize
3651,NA,0,0,0,0,0,0,0,21650635.094606638,0,24730.43028756883,Belize
3652,NA,0,0,0,0,0,0,0,21650635.094612002,0,24418.416084912296,Belize
3653,NA,0,0,1,0,0,0,0,21650635.094614983,0,25118.198701011646,Belize
3654,NA,0,1,1,0,0,0,0,21650635.094610214,0.044991666879299536,26750.49098373941,Belize
3655,NA,0,0,1,0,0,0,0,21650635.09461367,0.26616696051452304,23283.39106950622,Belize
3656,NA,0,0,0,0,0,0,0,8036274.570806026,0,21297.908635753687,Belize
3657,NA,0,0,0,0,0,0,0,4809768.288515091,0,6908.935865809937,Belize
3658,NA,0,0,0,0,0,0,0,21650635.094607472,0,7225.362152069858,Belize
3659,NA,0,0,0,0,0,0,0,21650635.094617963,0,10270.856689993478,Belize
3660,NA,0,0,0,0,0,0,0,21650635.094608665,0,14412.478275955245,Belize
3661,NA,0,0,1,0,0,0,0,21650635.094609737,0.06931664269166647,18972.310427655775,Belize
3662,NA,0,0,0,0,0,0,0,21650635.09461248,0.30829606327965425,23710.2846012399,Belize
3663,NA,0,0,0,0,0,0,0,21650635.094614267,0.283836217052095,28537.8105113245,Belize
3664,NA,0,0,0,0,0,0,0,21650635.09461093,0,33416.0988400631,Belize
3665,NA,0,0,0,0,0,0,0,21650635.094605565,0,38325.7706327892,Belize
3666,NA,0,0,0,0,0,1,1,21650635.094615042,0,4279.113664789077,Belize
3667,NA,0,0,0,0,0,1,1,21650635.094607472,0,9279.113664790239,Belize
3668,NA,0,0,0,0,0,1,1,21650635.094611943,0,14279.113664789324,Belize
3669,NA,0,0,0,0,0,0,1,21650635.094615698,0,19279.113664789373,Belize
3670,NA,0,0,0,0,0,0,0,21650635.094608307,0,24279.113664789755,Belize
3671,NA,0,0,0,0,0,1,0,21650635.09460956,0,29279.113664789184,Belize
3672,NA,0,0,0,1,0,1,0,21650635.094613492,0,29071.16003731966,Belize
3673,NA,0,1,0,1,0,0,0,21650635.094611883,0,27117.274008561988,Belize
3674,NA,0,1,0,1,0,0,0,21650635.09461522,0,25685.180027885646,Belize
3675,NA,0,1,1,1,0,0,0,21650635.094610453,0,23147.20093930666,Belize
3676,NA,0,0,0,0,0,0,0,21650635.094606757,0,21105.870586456473,Belize
3677,NA,0,0,0,0,0,0,0,21650635.094620824,0,20127.658460432966,Belize
3678,NA,0,0,0,0,0,0,0,21650635.094604373,0,20366.332438301586,Belize
3679,NA,0,1,1,0,0,0,0,21650635.094611526,6.224727657074461e-4,21781.92734528087,Belize
3680,NA,0,1,1,0,0,0,0,21650635.094606638,0.4660985387784031,24113.64089960713,Belize
3681,NA,0,0,0,0,0,0,0,18882889.202000618,0,20619.836888695605,Belize
3682,NA,0,0,0,0,0,0,0,7442814.970881224,0,4739.380123932568,Belize
3683,NA,0,0,0,0,0,0,0,21650635.094612718,0,5765.14315743221,Belize
3684,NA,0,0,0,0,0,0,0,21650635.094606757,0,10510.276330056979,Belize
3685,NA,0,0,0,0,0,0,0,21650635.094610333,0,15417.358445681552,Belize
3686,NA,0,0,0,0,0,0,0,21650635.094607234,0.2550234905581499,20369.68272583313,Belize
3687,NA,0,0,0,0,0,0,0,21650635.09461212,0.3779515165587707,25340.738096187382,Belize
3688,NA,0,0,0,0,0,0,0,21650635.094611406,0.04511683587309227,30321.313298866957,Belize
3689,NA,0,0,0,0,0,0,0,21650635.094613552,0,35307.379867055846,Belize
3690,NA,0,0,0,0,0,0,0,21650635.094610453,0,40296.899458705804,Belize
3691,NA,0,0,0,0,0,0,0,21650635.094617724,0,7491.033793507112,Belize
3692,NA,0,0,0,0,0,0,0,21650635.094611168,0,12202.734281439361,Belize
3693,NA,0,0,0,0,0,1,0,21650635.094608307,0,17079.1645167824,Belize
3694,NA,0,0,0,0,0,1,1,21650635.09461224,0,22011.110767954728,Belize
3695,NA,0,0,0,0,0,1,0,21650635.094616234,0,26968.131820485618,Belize
3696,NA,0,0,0,1,0,1,0,21650635.094607472,0,26547.191990024658,Belize
3697,NA,0,0,0,1,0,0,0,21650635.09460455,0,24076.358377985667,Belize
3698,NA,0,1,0,1,0,0,0,21650635.09460956,0,22246.016193583906,Belize
3699,NA,0,1,0,1,0,0,0,21650635.09460932,0,20694.369426403315,Belize
3700,NA,0,1,1,0,0,0,0,21650635.094614685,0,18147.213676378742,Belize
3701,NA,0,0,0,0,0,0,0,21650635.09460801,0,16247.652941387065,Belize
3702,NA,0,1,0,0,0,0,0,21650635.094610572,0.15287493039552028,15768.67426232675,Belize
3703,NA,0,0,0,0,0,0,0,21650635.094617963,0.14582073476011995,16831.991857144236,Belize
3704,NA,0,1,1,0,0,0,0,21650635.0946064,0.07590803189234847,19113.640899607177,Belize
3705,NA,0,0,1,0,0,0,0,21650635.094608665,0.4768380887551326,21830.7406057259,Belize
3706,NA,0,0,0,0,0,0,0,8150024.920612812,0,20213.257874577044,Belize
3707,NA,0,0,0,0,0,0,0,10553782.7949121,0,4739.380161402494,Belize
3708,NA,0,0,0,0,0,0,0,21650635.094604492,0,7722.90329084772,Belize
3709,NA,0,0,0,0,0,0,0,21650635.094616055,0,12722.90329084692,Belize
3710,NA,0,0,0,0,0,0,0,21650635.094608426,0.019041187237706307,17722.903290847524,Belize
3711,NA,0,0,1,0,0,0,0,21650635.09461534,0.2708165761662189,22722.903290846716,Belize
3712,NA,0,0,1,0,0,0,0,21650635.094613075,0.36442959409668485,27722.903290847054,Belize
3713,NA,0,0,0,0,0,0,0,21650635.094613194,7.460122462955352e-4,32722.903290847265,Belize
3714,NA,0,0,0,0,0,0,0,21650635.094609857,0,37722.9032908479,Belize
3715,NA,0,0,0,0,0,0,1,21650635.09461063,0,11942.128092663883,Belize
3716,NA,0,0,0,0,0,0,0,21650635.094613552,0,16137.086478962206,Belize
3717,NA,0,0,0,0,0,1,1,21650635.09460795,0,20692.914165901522,Belize
3718,NA,0,0,0,0,0,1,1,21650635.094608426,0,25416.29070744322,Belize
3719,NA,0,0,0,0,0,0,0,21650635.09461701,0,24476.067609911075,Belize
3720,NA,0,0,0,1,0,0,0,21650635.094608128,0,21547.43811651465,Belize
3721,NA,0,1,0,1,0,0,0,21650635.094614685,0,19084.279383170506,Belize
3722,NA,0,1,0,1,0,0,0,21650635.094614208,0,17447.74837378468,Belize
3723,NA,0,1,1,1,0,0,0,21650635.09461558,0,15709.40415318106,Belize
3724,NA,0,0,0,0,0,0,0,21650635.09461069,0,13147.236101465967,Belize
3725,NA,0,1,1,0,0,0,0,21650635.094617605,0.11546166688668465,11511.502030373302,Belize
3726,NA,0,1,1,0,0,0,0,21650635.094612956,0.26661030866279856,11923.906276170977,Belize
3727,NA,0,0,1,0,0,0,0,21650635.094606757,1.1547571582359147e-4,14113.640899607683,Belize
3728,NA,0,1,1,0,0,0,0,21650635.094617248,0.39892949283682516,16895.112500318126,Belize
3729,NA,0,0,1,0,0,0,0,21437903.89817643,0.07926720378241453,20247.228074225135,Belize
3730,NA,0,0,0,0,0,0,0,43739.732358276844,0,20479.798231735283,Belize
3731,NA,0,0,0,0,0,0,0,16395886.695663214,0,6688.679444818771,Belize
3732,NA,0,0,0,0,0,0,0,21650635.09461689,0,10752.384314445657,Belize
3733,NA,0,0,0,0,0,0,0,21650635.09461832,0,15583.41430348349,Belize
3734,NA,0,0,0,0,0,0,0,21650635.0946064,0.1722732957248705,20495.65403353857,Belize
3735,NA,0,0,0,0,0,0,0,21650635.094610095,0.31804580353915485,25442.10815107362,Belize
3736,NA,0,0,0,0,0,0,0,21650635.094614983,0.4460810495319551,30406.08327422972,Belize
3737,NA,0,0,0,0,0,0,0,21650635.094609737,0,35380.20538363092,Belize
3738,NA,0,0,0,0,0,0,0,21650635.094612837,0,40360.72305963222,Belize
3739,NA,0,0,0,0,0,0,0,21650635.09461415,0,13649.883608612712,Belize
3740,NA,0,0,0,0,0,0,0,21650635.094605446,0,16706.683077970298,Belize
3741,NA,0,0,0,0,0,0,0,21650635.094606996,0,20540.311490228632,Belize
3742,NA,0,0,0,0,0,0,0,21650635.09461391,0,24793.054123352595,Belize
3743,NA,0,0,0,0,0,1,1,21650635.09461391,0,23310.99244422434,Belize
3744,NA,0,0,0,1,0,1,1,21650635.09460509,0,19586.132146871973,Belize
3745,NA,0,0,0,1,0,0,0,21650635.094614685,0,16547.832976396567,Belize
3746,NA,0,1,0,1,0,0,0,21650635.094607413,0,14097.815660755841,Belize
3747,NA,0,1,0,1,0,0,0,21650635.094605625,0,12804.788563059927,Belize
3748,NA,0,1,0,1,0,0,0,21650635.094612837,0,10738.427805759893,Belize
3749,NA,0,0,0,0,0,0,0,21650635.09461093,0,8147.286051147793,Belize
3750,NA,0,0,1,0,0,0,0,21650635.09460771,0.004009502958089523,7144.4476264326895,Belize
3751,NA,0,0,0,0,0,0,0,21650635.094613433,0.026874481855252357,9113.640899607448,Belize
3752,NA,0,1,1,0,0,0,0,21650635.094604015,0.08053101944638792,12012.843851575426,Belize
3753,NA,0,0,0,0,0,0,0,21650635.094612956,0.33931487729496546,15936.5391252279,Belize
3754,NA,0,0,0,0,0,0,0,16624590.210143924,0,20338.095810020117,Belize
3755,NA,0,0,0,0,0,0,0,218846.8779349327,0,10451.680476837364,Belize
3756,NA,0,0,0,0,0,0,0,21138600.749890745,0,10879.344967636885,Belize
3757,NA,0,0,0,0,0,0,0,21650635.094611526,0,14852.244942543615,Belize
3758,NA,0,0,0,0,0,0,0,21650635.094611168,0,19308.501048548755,Belize
3759,NA,0,0,0,0,0,0,0,21650635.09460485,0.2161353297242272,23980.142736236667,Belize
3760,NA,0,0,0,0,0,0,0,21650635.09461832,0.4263622163595811,28762.410861378146,Belize
3761,NA,0,0,0,0,0,0,0,21650635.09460509,0.36644547929525434,33608.1137743148,Belize
3762,NA,0,0,0,0,0,0,0,21650635.094608784,0,38493.3025911742,Belize
3763,NA,0,0,0,0,0,0,0,21650635.094611883,0,43404.646954953954,Belize
3764,NA,0,0,0,0,0,0,0,21650635.094619215,0,18649.883608612286,Belize
3765,NA,0,0,0,0,0,0,0,21650635.094610453,0,21578.04661117137,Belize
3766,NA,0,0,0,0,0,0,0,21650635.094608963,0,25167.50349561393,Belize
3767,NA,0,0,0,0,0,0,0,21650635.094614685,0,23188.93813490505,Belize
3768,NA,0,0,0,0,0,0,1,21650635.09461367,0,18786.725514693186,Belize
3769,NA,0,0,0,0,0,1,1,21650635.094608366,0,14770.079867910612,Belize
3770,NA,0,0,0,1,0,1,1,21650635.09461397,0,11548.569740209094,Belize
3771,NA,0,1,0,1,0,0,1,21650635.094613194,0,9126.176265796217,Belize
3772,NA,0,1,1,1,0,0,1,21650635.094612837,0,8573.289740489414,Belize
3773,NA,1,1,1,0,0,0,0,21650635.09461963,0,5817.412193667753,Belize
3774,NA,0,0,0,0,0,0,0,21650635.094608724,0,3147.494700673177,Belize
3775,NA,0,0,0,0,0,0,0,21650635.09460962,0,4113.64089960757,Belize
3776,NA,0,0,1,0,0,0,0,21650635.094612718,0,7291.913905570523,Belize
3777,NA,0,1,1,0,0,0,0,21650635.094611168,0.18516820560486424,11740.394809965332,Belize
3778,NA,0,0,0,0,0,0,0,21650635.09461415,0.05327702340311559,16507.626485400022,Belize
3779,NA,0,0,0,0,0,0,0,14962586.958292127,0,20699.44807959899,Belize
3780,NA,0,0,0,0,0,0,0,4494287.915499806,0,13696.632473257965,Belize
3781,NA,0,0,0,0,0,0,0,21650635.094615698,0,15758.66613367451,Belize
3782,NA,0,0,0,0,0,0,0,21650635.094608426,0,19379.488930855277,Belize
3783,NA,0,0,0,0,0,0,0,21650635.094612837,0,23511.56362579005,Belize
3784,NA,0,1,0,0,0,0,0,21650635.094607115,0.19927791902832467,27928.885710640563,Belize
3785,NA,0,1,1,0,0,0,0,21650635.094619393,0.17874341969005053,32515.406962645633,Belize
3786,NA,0,0,0,0,0,0,0,21650635.094606757,0.3134843308744863,37208.61086973038,Belize
3787,NA,0,0,0,0,0,0,0,21650635.094615698,0,41972.7263322675,Belize
3788,NA,0,0,0,0,0,0,0,21650635.09461695,0,21202.746773647374,Belize
3789,NA,0,0,0,0,0,0,0,21650635.09460646,0,23649.883608613614,Belize
3790,NA,0,0,0,0,0,0,0,21650635.094608426,0,26497.375938760684,Belize
3791,NA,0,0,0,0,0,0,0,21650635.09461564,0,24125.740090494826,Belize
3792,NA,0,1,0,0,0,0,0,21650635.09460771,0,19294.184062929256,Belize
3793,NA,0,0,0,0,0,0,0,21650635.09461081,0,14576.684890406385,Belize
3794,NA,0,1,0,0,0,1,1,21650635.09461367,0,10133.80215586399,Belize
3795,NA,0,1,0,1,0,1,1,21650635.094608724,0,6550.431273907942,Belize
3796,NA,0,1,0,1,0,1,1,21650635.094610035,0,4222.05874711754,Belize
3797,NA,1,1,1,1,0,1,1,21650635.094613135,0,5567.551691026614,Belize
3798,NA,1,1,1,0,0,1,1,21650635.094605386,0.09608245236106584,1533.5138112398702,Belize
3799,NA,0,1,1,0,0,1,1,21650635.094613433,0.09263709832203042,0,Belize
3800,NA,0,1,1,0,0,0,0,21650635.0946064,0.15804290456745496,3466.4861887607403,Belize
3801,NA,0,1,1,0,0,0,0,21650635.09461224,0.1198984878026803,8466.486188760127,Belize
3802,NA,0,0,0,0,0,0,0,21650635.094611168,0.26668439083394774,13466.486188760238,Belize
3803,NA,0,0,0,0,0,0,0,21650635.09460509,0,18466.486188760362,Belize
3804,NA,0,0,0,0,0,0,0,13364478.452536225,0,21719.870845080804,Belize
3805,NA,0,0,0,0,0,0,0,10718436.032714963,0,18008.46350854704,Belize
3806,NA,0,0,0,0,0,0,0,21650635.09460759,0,20695.675144832327,Belize
3807,NA,0,0,0,0,0,0,0,21650635.094608903,0,24094.397743229245,Belize
3808,NA,0,0,0,0,0,0,0,21650635.094615817,0,27978.00985626697,Belize
3809,NA,0,0,1,0,0,0,0,21650635.09460938,0.10792750792587898,32171.38586424008,Belize
3810,NA,0,0,1,0,0,0,0,21650635.094611406,0.2933304046402205,36568.11591173871,Belize
3811,NA,0,0,0,0,0,0,0,21650635.094606638,0,41102.99422478659,Belize
3812,NA,0,0,0,0,0,0,0,21650635.094609976,0,45734.944704800626,Belize
3813,NA,0,0,0,0,0,0,0,21650635.094615936,0,26192.65749849639,Belize
3814,NA,0,0,0,0,0,0,1,21650635.094606698,0,28649.88360861331,Belize
3815,NA,0,0,0,0,0,0,1,21650635.094611883,0,26007.226265096924,Belize
3816,NA,0,0,0,0,0,0,0,21650635.09461099,0,21014.043441087775,Belize
3817,NA,0,0,0,0,0,0,0,21650635.09461415,0,16025.112339197078,Belize
3818,NA,0,0,0,0,0,1,0,21650635.09460801,0,11046.1952374537,Belize
3819,NA,0,1,0,1,0,1,0,21650635.094612658,0,6101.854878963711,Belize
3820,NA,0,1,1,1,0,0,0,21650635.094616532,0,1564.2367800084858,Belize
3821,NA,0,1,1,1,0,0,1,21650635.0946095,0,567.5516910274835,Belize
3822,NA,1,1,1,1,0,1,1,21650635.094607294,0.06979688930496422,3006.6327709232573,Belize
3823,NA,0,1,1,0,0,1,1,21650635.094614565,0.17509763502214098,0,Belize
3824,NA,0,1,1,0,0,0,0,21650635.094610453,0.3108855415155862,1853.4227208876423,Belize
3825,NA,0,1,1,0,0,0,0,21650635.09460962,0.23028165832624786,6172.522796224348,Belize
3826,NA,0,1,1,0,0,0,0,21650635.094609737,0.2646364471353641,11079.932290294875,Belize
3827,NA,0,0,0,0,0,0,0,21650635.094613194,0,16044.617834186918,Belize
3828,NA,0,0,0,0,0,0,0,21650635.094619513,0,21026.046307679935,Belize
3829,NA,0,0,0,0,0,0,0,11761677.346242547,0,23775.658366719013,Belize
3830,NA,0,0,0,0,0,0,0,19092436.153496265,0,22997.509193173453,Belize
3831,NA,0,0,0,0,0,0,0,21650635.094607234,0,25657.09221810127,Belize
3832,NA,0,0,0,0,0,0,0,21650635.09461379,0,28905.28349621617,Belize
3833,NA,0,0,0,0,0,0,0,21650635.094611645,0,32599.761454726548,Belize
3834,NA,0,0,0,0,0,0,0,21650635.094608307,0,36605.64819551305,Belize
3835,NA,0,0,0,0,0,0,0,21650635.094617248,0,40831.391266059254,Belize
3836,NA,0,0,0,0,0,0,0,21650635.094609022,0,45215.390583632936,Belize
3837,NA,0,0,0,0,0,0,0,21650635.094616294,0,49715.798078065025,Belize
3838,NA,0,0,0,0,0,0,0,21650635.094611943,0,29236.33024631844,Belize
3839,NA,0,0,0,0,0,0,1,21650635.09460336,0,31185.80034117598,Belize
3840,NA,0,0,0,0,0,0,1,21650635.09461975,0,28479.453022376143,Belize
3841,NA,0,0,0,0,0,0,1,21650635.094603837,0,23479.6390132781,Belize
3842,NA,0,0,0,0,0,0,0,21650635.094609022,0,18479.925647411226,Belize
3843,NA,0,0,0,0,0,0,1,21650635.09461373,0,13480.42490701991,Belize
3844,NA,0,1,0,0,0,1,1,21650635.09460467,0,8481.512802197836,Belize
3845,NA,0,1,0,1,0,0,0,21650635.09460777,0,3485.7227591771857,Belize
3846,NA,0,1,1,1,0,1,1,21650635.094615936,0,0,Belize
3847,NA,1,1,1,1,0,1,1,21650635.094612777,0.009450569165816458,1537.682312393066,Belize
3848,NA,1,1,1,0,0,1,1,21650635.094603896,0.31156340210147493,2382.812676849082,Belize
3849,NA,0,1,1,0,0,0,0,21650635.094616294,0.5952680141315351,1876.1799059257946,Belize
3850,NA,0,0,1,0,0,0,0,21650635.0946126,0,5122.176132145908,Belize
3851,NA,0,1,1,0,0,0,1,21650635.09460926,0.1549076339972951,9806.648796583,Belize
3852,NA,0,0,0,0,0,0,0,21650635.094609737,0.21965010769038237,14700.477302123654,Belize
3853,NA,0,0,0,0,0,0,0,21650635.09461081,0,17808.2063533677,Belize
3854,NA,0,0,0,0,0,0,0,21650635.094612956,0,19614.537896829497,Belize
3855,NA,0,0,0,0,0,0,0,10154165.626989245,0,22119.62556650503,Belize
3856,NA,0,0,0,0,0,0,0,6723618.102253795,0,26383.26893293044,Belize
3857,NA,0,0,0,0,0,0,0,21650635.094610214,0,27997.541138777484,Belize
3858,NA,0,0,0,0,0,0,0,21650635.09461379,0,30631.059277731376,Belize
3859,NA,0,0,0,0,0,0,0,21650635.09460795,0,33771.153746717886,Belize
3860,NA,0,0,0,0,0,0,0,21650635.094617963,0,37319.16207918958,Belize
3861,NA,0,0,0,0,0,0,0,21650635.094611526,0,41169.75699711406,Belize
3862,NA,0,0,0,0,0,0,0,21650635.094605207,0,45245.75034309683,Belize
3863,NA,0,0,0,0,0,0,0,21650635.094611168,0,49491.48368172353,Belize
3864,NA,0,1,0,0,0,0,0,21650635.094616473,0,34150.57601795169,Belize
3865,NA,0,0,0,0,0,0,0,21650635.09461528,0,31311.399322666242,Belize
3866,NA,0,0,0,0,0,0,0,21650635.094608307,0,26374.5697838564,Belize
3867,NA,0,0,0,0,0,0,0,21650635.09461224,0,21467.001071960858,Belize
3868,NA,0,0,0,0,0,0,0,21650635.094613016,0,16614.642300198757,Belize
3869,NA,0,0,0,0,0,0,1,21650635.09461397,0,11885.3078421879,Belize
3870,NA,0,0,0,0,0,1,1,21650635.094613135,0,7514.968146543967,Belize
3871,NA,0,0,0,0,0,1,1,21650635.09460944,0,4432.448308973152,Belize
3872,NA,1,1,1,1,0,0,1,21650635.09461254,0,3462.011486645686,Belize
3873,NA,0,1,1,0,0,0,0,21650635.094615817,0.0561096882178234,6074.796599358032,Belize
3874,NA,0,1,1,0,0,0,0,21650635.094607115,0.14704695180598382,5369.636050410566,Belize
3875,NA,0,0,1,0,0,0,0,21650635.09460938,0.049042230357441395,6876.179905926464,Belize
3876,NA,0,1,1,0,0,0,0,21650635.094615817,0.08189514593903646,9746.71674914021,Belize
3877,NA,0,1,1,0,0,0,0,21650635.094611645,0.22647251927525222,13359.977493819706,Belize
3878,NA,0,0,0,0,0,0,0,21650635.094618917,6.844984824392515e-4,13080.018425728085,Belize
3879,NA,0,0,0,0,0,0,0,21650635.09461069,0,14617.960370702564,Belize
3880,NA,0,0,0,0,0,0,0,21650635.09460306,0,17124.032927312564,Belize
3881,NA,0,0,0,0,0,0,0,8541925.279826522,0,20268.951306805106,Belize
3882,NA,0,0,0,0,0,0,0,19086894.12354517,0,30636.688618765285,Belize
3883,NA,0,0,0,0,0,0,0,21650635.0946182,0,32997.54113877685,Belize
3884,NA,0,0,0,0,0,0,0,21650635.094609022,0,35612.3181478506,Belize
3885,NA,0,0,0,0,0,0,0,21650635.094616175,0,38671.25853618133,Belize
3886,NA,0,0,0,0,0,0,0,21650635.094611406,0,42103.3878646441,Belize
3887,NA,0,0,0,0,0,0,0,21650635.09461093,0,45824.93101565014,Belize
3888,NA,0,0,0,0,0,0,0,21650635.094609857,0,49771.00898613204,Belize
3889,NA,0,0,0,0,0,0,0,21650635.094614387,0,53892.32198009257,Belize
3890,NA,0,0,0,0,0,0,0,21650635.094608366,0,35162.31528457294,Belize
3891,NA,0,0,0,0,0,0,0,21650635.094615877,0,34637.092987623655,Belize
3892,NA,0,0,0,0,0,0,0,21650635.09461075,0,29831.90262744251,Belize
3893,NA,0,0,0,0,0,0,0,21650635.09460801,0,25102.920509638243,Belize
